value,nchar,section_lookup,section_title,type,issue
+ [Calculating New/Returning Students with Factors and dplyr](https://daranzolin.github.io//articles/2018-05/new-student-ratio),127,FALSE,### Insights,link,2018-5-28
+ [R/exams @ eRum 2018](http://www.R-exams.org/general/erum2018/),65,FALSE,### Insights,link,2018-5-28
"+ [An Analysis of Texas High School Academic Competition Results, Part 1 - Introduction](https://tonyelhabr.rbind.io/posts/analysis-texas-high-school-academics-intro/)",167,FALSE,### R in the Real World,link,2018-5-28
+ [Animate your Strava activities in R using rStrava and gganimate](https://padpadpadpad.github.io/post/animate-your-strava-activities-using-rstrava-and-gganimate/),164,FALSE,### R in the Real World,link,2018-5-28
![Animate your Strava activities in R using rStrava and gganimate](https://cdn.rawgit.com/rweekly/image/91c80efe/2018/e4.gif),125,FALSE,### R in the Real World,image,2018-5-28
+ [Rcpp 0.12.17: More small updates](http://dirk.eddelbuettel.com/blog/2018/05/20#rcpp_0.12.17),95,FALSE,### Package Releases,link,2018-5-28
+ [RcppGSL 0.3.5](http://dirk.eddelbuettel.com/blog/2018/05/19#rcppgsl_0.3.5),77,FALSE,### Package Releases,link,2018-5-28
"+ [AI, Machine Learning and Data Science Roundup: May 2018](http://blog.revolutionanalytics.com/2018/05/ai-roundup-may-2018.html)",129,FALSE,###  Resources,link,2018-5-28
+ [Draw colored pencil maps with R.](https://rgeomatic.hypotheses.org/1333),75,FALSE,###  Tutorials,link,2018-5-28
![Draw colored pencil maps with R.](https://raw.githubusercontent.com/rweekly/image/master/2018/pencil.png),107,FALSE,###  Tutorials,image,2018-5-28
+ [Create Code Metrics with cloc](https://rud.is/b/2018/05/19/create-code-metrics-with-cloc/),93,FALSE,###  Tutorials,link,2018-5-28
+ [Video: speeding up R with parallel programming in the cloud](http://blog.revolutionanalytics.com/2018/05/video-speeding-up-r-foreach.html),141,FALSE,###  Tutorials,link,2018-5-28
+ [This guide has basic to advanced levels of charts & graphs useful to display the data using R Programming.](https://www.tatvic.com/blog/7-visualizations-learn-r/),165,FALSE,###  Tutorials,link,2018-5-28
+ [Circluar plots in R and adding images.](https://drmowinckels.io/blog/circluar-plots-in-r-and-adding-images/),111,FALSE,###  Tutorials,link,2018-5-28
![Circluar plots in R and adding images.](https://raw.githubusercontent.com/rweekly/image/master/2018/circular.png),115,FALSE,###  Tutorials,image,2018-5-28
+ [How to use an R interface with Airtable API](https://itsalocke.com/blog/how-to-use-an-r-interface-with-airtable-api/),120,FALSE,###  Tutorials,link,2018-5-28
+ [A little function to help generate ICCs in simple clustered data](https://www.rdatagen.net/post/a-little-function-to-help-generate-iccs-in-simple-clustered-data/),165,FALSE,###  Tutorials,link,2018-5-28
+ [Learning R vs Learning a Spoken Language](http://www.dsup.org/blog/learning-r-vs-learning-a-spoken-language/),112,FALSE,###  Tutorials,link,2018-5-28
+ [sample_n_of(): a useful helper function](https://tjmahr.github.io/sample-n-groups/),86,FALSE,###  Tutorials,link,2018-5-28
+ [How Many Factors to Retain in Factor Analysis](https://neuropsychology.github.io/psycho.R/2018/05/24/n_factors.html),119,FALSE,###  Tutorials,link,2018-5-28
"+ [Finalfit, knitr and R Markdown for quick results](http://www.datasurg.net/2018/05/22/finalfit-knitr-and-r-markdown-for-quick-results/)",137,FALSE,###  Tutorials,link,2018-5-28
"<!--<div class=""post-more-begin""></div><div class=""post-more-end""></div>-->",75,FALSE,###  Tutorials,unid,2018-5-28
Events in 3 Months:,19,FALSE,###  Upcoming Events in 3 Months,unid,2018-5-28
+ R/Finance 2018 **June 1 and 2** <br />,40,FALSE,###  Upcoming Events in 3 Months,unid,2018-5-28
[Applied Finance with R](http://www.rinfinance.com).,52,FALSE,###  Upcoming Events in 3 Months,unid,2018-5-28
+ [CascadiaRConf](https://cascadiarconf.com/) **June 2**,56,FALSE,###  Upcoming Events in 3 Months,link,2018-5-28
"Portland, OR, US",16,FALSE,###  Upcoming Events in 3 Months,unid,2018-5-28
+ [7eme Rencontres R](https://r2018-rennes.sciencesconf.org/)  **July 5 & 6** <br />,84,FALSE,###  Upcoming Events in 3 Months,link,2018-5-28
Rennes - Agrocampus,19,FALSE,###  Upcoming Events in 3 Months,unid,2018-5-28
+ [useR! 2018](https://user2018.r-project.org/) **July 10** <br />,66,FALSE,###  Upcoming Events in 3 Months,link,2018-5-28
The annual useR! conference is the main meeting of the international R user and developer community.,100,FALSE,###  Upcoming Events in 3 Months,unid,2018-5-28
<!--,4,FALSE,###  Upcoming Events in 3 Months,unid,2018-5-28
+ [LatinR 2018](http://latin-r.com/) **Sept 4-5** <br />,56,FALSE,###  Upcoming Events in 3 Months,link,2018-5-28
"Buenos Aires, Argentina.",24,FALSE,###  Upcoming Events in 3 Months,unid,2018-5-28
-->,3,FALSE,###  Upcoming Events in 3 Months,unid,2018-5-28
More upcoming events the week of May 21 at [community.rstudio.com](https://community.rstudio.com/t/upcoming-r-community-events-week-of-2018-05-21/8506).,152,FALSE,###  Upcoming Events in 3 Months,unid,2018-5-28
More past events at [R conferences & meetups](https://conf.rweekly.org).,72,FALSE,###  Upcoming Events in 3 Months,unid,2018-5-28
"<p class=""hide-support added-hostname support-rweekly"" style=""text-align: center;font-weight: bold;"">Your <a class=""non-visited externalLink"" href=""https://www.patreon.com/rweekly"" onclick=""pas(this)"">support</a> will keep R Weekly team moving! 💡</p>",250,FALSE,###  Call for Participation,unid,2018-5-28
"<blockquote class=""twitter-tweet"" data-lang=""en""><p lang=""en"" dir=""ltr"">ggplot2 2.3.0 is scheduled to be submitted to CRAN on June 25 📈🎉💅📊. Please try out the dev version and let us know if you have any problems! <a href=""https://t.co/dlHSYdp9mp"">https://t.co/dlHSYdp9mp</a> <a href=""https://twitter.com/hashtag/rstats?src=hash&amp;ref_src=twsrc%5Etfw"">#rstats</a></p>&mdash; Hadley Wickham (@hadleywickham) <a href=""https://twitter.com/hadleywickham/status/998693343864406016?ref_src=twsrc%5Etfw"">May 21, 2018</a></blockquote>",527,FALSE,###  Quotes of the Week,unid,2018-5-28
"<blockquote class=""twitter-tweet"" data-lang=""en""><p lang=""en"" dir=""ltr"">late night <a href=""https://twitter.com/hashtag/plotswithchristine?src=hash&amp;ref_src=twsrc%5Etfw"">#plotswithchristine</a>: my &quot;strip plot&quot; aka &quot;barcode plot&quot; <a href=""https://twitter.com/hashtag/dataviz?src=hash&amp;ref_src=twsrc%5Etfw"">#dataviz</a> of Hogwarts House mentions, now with all 7 <a href=""https://twitter.com/hashtag/harrypotter?src=hash&amp;ref_src=twsrc%5Etfw"">#harrypotter</a> books! ⚡️⚡️⚡️ fun fact: Slytherin&amp;Hufflepuff mentioned first, thx to Draco Malfoy (quote in reply) <br><br>data &amp; code here <a href=""https://t.co/8McFfXGca8"">https://t.co/8McFfXGca8</a> <a href=""https://t.co/hYtFd2Q71Q"">pic.twitter.com/hYtFd2Q71Q</a></p>&mdash; Christine Zhang (@christinezhang) <a href=""https://twitter.com/christinezhang/status/1000188704907059200?ref_src=twsrc%5Etfw"">May 26, 2018</a></blockquote>",913,FALSE,###  Quotes of the Week,unid,2018-5-28
"<blockquote class=""twitter-tweet"" data-lang=""en""><p lang=""en"" dir=""ltr"">Are you even making figures in <a href=""https://twitter.com/hashtag/rstats?src=hash&amp;ref_src=twsrc%5Etfw"">#rstats</a> if you don&#39;t have &gt;10 browser tabs open with google results for various &quot;how to do this&quot;, &quot;how to change that&quot; questions? The real secret to mastering R = Google everything. Someone likely already thought of it before you did  <a href=""https://twitter.com/hashtag/phdchat?src=hash&amp;ref_src=twsrc%5Etfw"">#phdchat</a></p>&mdash; Jaimi Gray (@jaimiAgray) <a href=""https://twitter.com/jaimiAgray/status/999650726145155074?ref_src=twsrc%5Etfw"">May 24, 2018</a></blockquote>",691,FALSE,###  Quotes of the Week,unid,2018-5-28
"<blockquote class=""twitter-tweet"" data-lang=""en""><p lang=""en"" dir=""ltr"">Somebody should come up with an R function &#39;lenght&#39; that does the same as &#39;length&#39;. Urgently. <a href=""https://twitter.com/hashtag/rstats?src=hash&amp;ref_src=twsrc%5Etfw"">#rstats</a> <a href=""https://twitter.com/hashtag/coder?src=hash&amp;ref_src=twsrc%5Etfw"">#coder</a></p>&mdash; Frederik De Laender (@frederikDL) <a href=""https://twitter.com/frederikDL/status/999385106153463808?ref_src=twsrc%5Etfw"">May 23, 2018</a></blockquote>",521,FALSE,###  Quotes of the Week,unid,2018-5-28
"<blockquote class=""twitter-tweet"" data-lang=""en""><p lang=""en"" dir=""ltr"">Thank you to all<a href=""https://twitter.com/hashtag/runconf18?src=hash&amp;ref_src=twsrc%5Etfw"">#runconf18</a> <a href=""https://twitter.com/hashtag/rstats?src=hash&amp;ref_src=twsrc%5Etfw"">#rstats</a> <a href=""https://t.co/GSWpo3vwrf"">pic.twitter.com/GSWpo3vwrf</a></p>&mdash; Mauro Lepore (@mauro_lepore) <a href=""https://twitter.com/mauro_lepore/status/999117882800852992?ref_src=twsrc%5Etfw"">May 23, 2018</a></blockquote>",497,FALSE,###  Quotes of the Week,unid,2018-5-28
