value,nchar,section_lookup,section_title,type,issue
+ [Plotting GAMM results with ggplot2](https://drmowinckels.io/blog/plotting-gamm-results-with-ggplot2/),104,FALSE,###  Tutorials,link,2019-11-25
![Plotting GAMM results with ggplot2](https://raw.githubusercontent.com/rweekly/image/master/2019-11-25/gamm-plot.png),118,FALSE,###  Tutorials,image,2019-11-25
+ [Racing Bar Charts and Some data.table Munging](http://www.robert-hickman.eu/post/racing_bar_charts/),103,FALSE,###  Tutorials,link,2019-11-25
+ [Visualising the evolution of the world development indicators during the past decade with R Shiny](https://towardsdatascience.com/the-decade-in-review-with-r-shiny-ea57f8fa5e0e),180,FALSE,###  Tutorials,link,2019-11-25
+ [A new option to display Census API calls from {tidycensus}](https://mattherman.info/blog/tidycensus-show-call/),114,FALSE,###  Tutorials,link,2019-11-25
"+ [Animated violation maps of Bratislava. Animated maps using open data, gganimate, ggmap in R.](https://petolau.github.io/Dangerous-streets-of-Bratislava-animated-maps-using-opendata/)",185,FALSE,###  Tutorials,link,2019-11-25
+ [Cost-benefit analysis in R by @ellis2013nz](http://freerangestats.info/blog/2019/11/24/cost-benefit-analysis),112,FALSE,###  Tutorials,link,2019-11-25
"<!--<div class=""post-more-begin></div><div class=""post-more-end""></div>-->",74,FALSE,###  Tutorials,unid,2019-11-25
Events in 3 Months:,19,FALSE,###  Upcoming Events in 3 Months,unid,2019-11-25
"+ [rOpenSci community call: Community Call: Last Night, Testing Saved my Life, December 5](https://ropensci.org/commcalls/2019-12-05/)",134,FALSE,###  Upcoming Events in 3 Months,link,2019-11-25
"+ [Yes We Cran: A conference on R packages and their applications, December 6-8](https://www.thinksisu.org/event/yeswecran/)",124,FALSE,###  Upcoming Events in 3 Months,link,2019-11-25
"+ [BioC Asia, December 5-6](https://bioconductor.github.io/BiocAsia/)",69,FALSE,###  Upcoming Events in 3 Months,link,2019-11-25
"+ [Japan.R 2019, December 7](https://japanr.connpass.com/event/154070/)",71,FALSE,###  Upcoming Events in 3 Months,link,2019-11-25
"+ [rOpenSci OzUnconf, December 11-13](https://ozunconf19.ropensci.org/)",71,FALSE,###  Upcoming Events in 3 Months,link,2019-11-25
"+ [R @ ISSA, December 26](https://r-iisa2019.rbind.io/)",55,FALSE,###  Upcoming Events in 3 Months,link,2019-11-25
"+ [Tidyverse Dev Day, January 31](https://www.tidyverse.org/blog/2019/11/tidyverse-dev-day-2020/)",97,FALSE,###  Upcoming Events in 3 Months,link,2019-11-25
+ [A list of R conferences and meetings](https://jumpingrivers.github.io/meetingsR/events.html),95,FALSE,###  Upcoming Events in 3 Months,link,2019-11-25
+ [This week's local R-User and applied stats events](https://community.rstudio.com/c/irl),90,FALSE,###  Upcoming Events in 3 Months,link,2019-11-25
More past events at [R conferences & meetups](https://conf.rweekly.org).,72,FALSE,###  Upcoming Events in 3 Months,unid,2019-11-25
"<p class=""hide-support added-hostname support-rweekly"" style=""text-align: center;font-weight: bold;"">Your <a class=""non-visited externalLink"" href=""https://www.patreon.com/rweekly"" onclick=""pas(this)"">support</a> will keep R Weekly team moving! 💡</p>",250,FALSE,###  Call for Participation,unid,2019-11-25
"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Incase you missed it - we&#39;ve released our call for <a href=""https://twitter.com/hashtag/rstats?src=hash&amp;ref_src=twsrc%5Etfw"">#rstats</a> abstracts for <a href=""https://twitter.com/hashtag/useR2020?src=hash&amp;ref_src=twsrc%5Etfw"">#useR2020</a>. Please consider submitting a talk lighting talk, and poster. Student and first-time submissions are welcome and encouraged! <a href=""https://t.co/mM3cZqMlEf"">https://t.co/mM3cZqMlEf</a></p>&mdash; useR! 2020 (@useR2020stl) <a href=""https://twitter.com/useR2020stl/status/1197640442491416581?ref_src=twsrc%5Etfw"">November 21, 2019</a></blockquote>",657,FALSE,###  Quotes of the Week,unid,2019-11-25
"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">We are partnering with <a href=""https://twitter.com/hashtag/RLadies?src=hash&amp;ref_src=twsrc%5Etfw"">#RLadies</a> to support <a href=""https://twitter.com/hashtag/useR2020?src=hash&amp;ref_src=twsrc%5Etfw"">#useR2020</a> submissions from members of underrepresented genders in the <a href=""https://twitter.com/hashtag/rstats?src=hash&amp;ref_src=twsrc%5Etfw"">#rstats</a> community (including but not limited cis/trans women, trans men, non-binary, genderqueer, agender). Please submit your work! Details are 👇 <a href=""https://t.co/SuN7T3PQE1"">https://t.co/SuN7T3PQE1</a></p>&mdash; useR! 2020 (@useR2020stl) <a href=""https://twitter.com/useR2020stl/status/1197641554116141056?ref_src=twsrc%5Etfw"">November 21, 2019</a></blockquote>",788,FALSE,###  Quotes of the Week,unid,2019-11-25
"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Some Thanksgiving <a href=""https://twitter.com/hashtag/rstats?src=hash&amp;ref_src=twsrc%5Etfw"">#rstats</a> doodles 🦃 <a href=""https://t.co/aKiKUL3vqR"">pic.twitter.com/aKiKUL3vqR</a></p>&mdash; Chelsea Parlett-Pelleriti (@ChelseaParlett) <a href=""https://twitter.com/ChelseaParlett/status/1198340399934271489?ref_src=twsrc%5Etfw"">November 23, 2019</a></blockquote>",421,FALSE,###  Quotes of the Week,unid,2019-11-25
