value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2019-01-14
"title: R Weekly 2019-02 leafgl, purrr, timing, docker, vitae",60,FALSE,NA,unid,2019-01-14
description: Weekly News in the R Community.,44,FALSE,NA,unid,2019-01-14
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,unid,2019-01-14
---,3,FALSE,NA,unid,2019-01-14
+ [leafgl — An R package for fast web gl rendering of features on leaflet maps](https://github.com/r-spatial/leafgl),116,FALSE,###  Highlight,link,2019-01-14
+ [Going Off the Map: Exploring purrr's Other Functions](https://hookedondata.org/going-off-the-map/),101,FALSE,###  Highlight,link,2019-01-14
"+ [Timing the Same Algorithm in R, Python, and C++](http://www.win-vector.com/blog/2019/01/timing-of-the-same-algorithm-in-r-python-and-c/)",139,FALSE,###  Highlight,link,2019-01-14
+ [An Introduction to Docker for R Users](https://colinfay.me/docker-r-reproducibility/),88,FALSE,###  Highlight,link,2019-01-14
+ [vitae](https://blog.mitchelloharawild.com/blog/vitae/),57,FALSE,###  Highlight,link,2019-01-14
"+ [Timing the Same Algorithm in R, Python, and C++](http://www.win-vector.com/blog/2019/01/timing-of-the-same-algorithm-in-r-python-and-c/)",139,FALSE,### Insights,link,2019-01-14
+ [An even better rOpenSci website with Hugo](https://ropensci.org/technotes/2019/01/09/hugo/),94,FALSE,### Insights,link,2019-01-14
+ [Who is the greatest finisher in soccer?](https://blog.revolutionanalytics.com/2019/01/best-finishers-in-football.html),121,FALSE,### Insights,link,2019-01-14
+ [Friday follow-up: inspiration for an interactive look at unemployment](https://austinwehrwein.com/data-visualization/unemployment/),134,FALSE,### Insights,link,2019-01-14
+ [R Tip: Use seqi() For Indexes](http://www.win-vector.com/blog/2019/01/r-tip-use-seqi-for-indexes/),101,FALSE,### Insights,link,2019-01-14
+ [Updated Review: jamovi User Interface to R](http://r4stats.com/2019/01/09/updated-review-jamovi/),100,FALSE,### Insights,link,2019-01-14
+ [Making R code over 100 times faster: An example](https://ssds.stanford.edu/making-r-code-over-100-times-faster-example),122,FALSE,### Insights,link,2019-01-14
+ [French Baccalaureate Results](https://nycdatascience.com/blog/r/french-baccalaureate-results/),97,FALSE,### Insights,link,2019-01-14
+ [Exploring the hidden beauty of multiplication tables with R](https://solmos.netlify.com/post/2018-11-06-multiplication-table/multiplication-table-with-r/),157,FALSE,### Insights,link,2019-01-14
"+ [Optimise your new year diet with >8000 scraped food nutrition and prices, crosstalk and plotly (renders slowly, lots of interactive data, best on a laptop or desktop)](https://nacnudus.github.io/duncangarmonsway/posts/2019-01-07-food-nutrition-and-price/)",258,FALSE,### Insights,link,2019-01-14
+ [Map GOOGLE PHOTOS on google maps using leaflet](https://dataplayground.netlify.com/blog/google-photos-mapping/),114,FALSE,### Insights,link,2019-01-14
"+ [Alternative approaches to scaling Shiny with RStudio Shiny Server, ShinyProxy or custom architecture.](https://appsilon.com/alternatives-to-scaling-shiny/)",158,FALSE,###  R in Organizations,link,2019-01-14
+ [An Introduction to Docker for R Users](https://colinfay.me/docker-r-reproducibility/),88,FALSE,###  Resources,link,2019-01-14
+ [An R course for marketing students](https://bookdown.org/content/1340/),74,FALSE,###  Resources,link,2019-01-14
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,###  New Packages,unid,2019-01-14
**CRAN**,8,FALSE,###  New Packages,unid,2019-01-14
+ [vitae](https://blog.mitchelloharawild.com/blog/vitae/) - Automate your CV with vitae,87,FALSE,###  New Packages,link,2019-01-14
+ [AzureR packages now on CRAN](https://blog.revolutionanalytics.com/2019/01/azurer-packages-now-on-cran.html),110,FALSE,###  New Packages,link,2019-01-14
+ [wdpar: Interface to the World Database on Protected Areas](https://cran.r-project.org/web/packages/wdpar/index.html),119,FALSE,###  New Packages,link,2019-01-14
+ [tor: Import Multiple Files From a Single Directory at Once](https://cran.r-project.org/web/packages/wdpar/index.html),120,FALSE,###  New Packages,link,2019-01-14
**GitHub or Bitbucket**,23,FALSE,###  New Packages,unid,2019-01-14
+ [posterdown](https://github.com/brentthorne/posterdown) - Use RMarkdown to generate Latex PDF Conference Posters,114,FALSE,###  New Packages,link,2019-01-14
"+ [The csv files of Destatis, the Federal Statistical Office of Germany, don't comply with common standards if a tidy, ready-to-use machine-readable dataset. This package helps to jump start the data analysis by assuming time-consuming cleaning tasks.](https://github.com/cutterkom/destatiscleanr)",297,FALSE,###  New Packages,link,2019-01-14
+ [leafgl — An R package for fast web gl rendering of features on leaflet maps](https://github.com/r-spatial/leafgl),116,FALSE,###  New Packages,link,2019-01-14
![](https://raw.githubusercontent.com/r-spatial/leafgl/master/readme_figs/pts_blue.png),87,FALSE,###  New Packages,image,2019-01-14
+ [destatiscleanr](https://github.com/cutterkom/destatiscleanr) - Imports and cleans data from official German statistical offices to jump-start the data analysis,162,FALSE,###  New Packages,link,2019-01-14
+ [pointdexter](https://cenuno.github.io/pointdexter/) - Labels longitudinal and latitudinal coordinates located inside a polygon,129,FALSE,###  New Packages,link,2019-01-14
"<a href=""https://cenuno.github.io/pointdexter/"">",48,FALSE,###  New Packages,unid,2019-01-14
"<img src=""https://github.com/cenuno/pointdexter/raw/master/man/figures/logo.png"" align=""middle"" width=""200""/>",109,FALSE,###  New Packages,unid,2019-01-14
