value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2018-6-18
"title: R Weekly 2018-25 Art, Angry, PDF",39,FALSE,NA,unid,2018-6-18
description: Weekly News in the R Community.,44,FALSE,NA,unid,2018-6-18
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,unid,2018-6-18
---,3,FALSE,NA,unid,2018-6-18
+ [R Consortium is soliciting your feedback on R package best practices](https://www.r-consortium.org/uncategorized/2018/06/12/r-consortium-is-soliciting-your-feedback-on-r-package-best-practices),196,FALSE,###  Highlight,link,2018-6-18
+ [Data + Art STEAM Project: Initial Results](https://www.littlemissdata.com/blog/steam-data-art1),98,FALSE,###  Highlight,link,2018-6-18
+ [A newcomer's (angry) guide to R.](http://arrgh.tim-smith.us/),64,FALSE,###  Highlight,link,2018-6-18
+ [Getting data from pdfs using the pdftools package](http://www.brodrigues.co/blog/2018-06-10-scraping_pdfs/),110,FALSE,###  Highlight,link,2018-6-18
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,###  New Packages,unid,2018-6-18
**CRAN**,8,FALSE,###  New Packages,unid,2018-6-18
+ [Package {inplace}: In-place Operators for R](https://cran.r-project.org/package=inplace),91,FALSE,###  New Packages,link,2018-6-18
+ [The ssh Package: Secure Shell (SSH) Client for R](https://ropensci.org/technotes/2018/06/12/ssh-02/),103,FALSE,###  New Packages,link,2018-6-18
+ [rcheology](https://github.com/hughjonesd/rcheology) - data on functions in base packages for previous versions of R - now includes data for R 3.5.0.,151,FALSE,### Package Releases,link,2018-6-18
+ [ggseas](http://freerangestats.info/blog/2018/06/15/ggseas-and-tcomp-update) - 'stats' for Seasonal Adjustment on the Fly with 'ggplot2',138,FALSE,### Package Releases,link,2018-6-18
+ [R 3.5.0 on Debian and Ubuntu: An Update](http://dirk.eddelbuettel.com/blog/2018/06/11#r_3_5_0_deb_update),108,FALSE,### Insights,link,2018-6-18
+ [R Consortium is soliciting your feedback on R package best practices](https://www.r-consortium.org/uncategorized/2018/06/12/r-consortium-is-soliciting-your-feedback-on-r-package-best-practices),196,FALSE,### Insights,link,2018-6-18
+ [People vs. Institutions in Data Analysis](https://simplystatistics.org/2018/06/15/people-vs-institutions-in-data-analysis/),126,FALSE,### Insights,link,2018-6-18
+ [Simple audio classification with Keras](https://tensorflow.rstudio.com/blog/simple-audio-classification-keras.html),118,FALSE,### R in the Real World,link,2018-6-18
![Simple audio classification with Keras](https://upload.wikimedia.org/wikipedia/commons/6/61/FFT-Time-Frequency-View.png),122,FALSE,### R in the Real World,image,2018-6-18
+ [Birding Game of Thrones (by ear): an RShiny app for people who like identifying birds by ear and need an excuse to watch (or rewatch) Game of Thrones. ](https://cbalantic.shinyapps.io/birding-got/),200,FALSE,### R in the Real World,link,2018-6-18
+ [Exploring the Isle of Man TT using R](http://dm13450.github.io/2018/06/12/Isle-of-Man-TT.html),97,FALSE,### R in the Real World,link,2018-6-18
+ [An ode to King James](https://simplystatistics.org/2018/06/10/an-ode-to-king-james/),87,FALSE,### R in the Real World,link,2018-6-18
"+ [Using magick, tidyverse and rvest to animate changes in football kits](https://guyabel.com/post/football-kits/)",114,FALSE,### R in the Real World,link,2018-6-18
+ [German news media on Twitter. Analysing unique tweets that containing news links.](https://franziloew.github.io/news_tweets/rtweets),135,FALSE,### R in the Real World,link,2018-6-18
"+ [A graphical summary of the tweets generated during CarpentryCon 2018, Dublin.](https://carpentries.org/2018/06/carpentrycon-tweets)",134,FALSE,### R in the Real World,link,2018-6-18
+ [Could an Independent Yorkshire Win the World Cup (6-part)](http://www.robert-hickman.eu/post/yorkshire_world_cup_1/),119,FALSE,### R in the Real World,link,2018-6-18
+ [my presentation at the April Atlanta R Users meetup](https://www.tychobra.com/posts/2018-04-25-atlanta-r-users-presentation/),128,FALSE,### R in the Real World,link,2018-6-18
"+ [Exploring specimen collections data in Butte County, California](https://recology.info/2018/06/butte-county/)",112,FALSE,### R in the Real World,link,2018-6-18
+ [Exploring European attitudes and behaviours using the European Social Survey](https://ropensci.org/blog/2018/06/14/essurvey/),128,FALSE,### R in the Real World,link,2018-6-18
+ [Working with Your Facebook Data in R](http://www.deeplytrivial.com/2018/06/working-with-your-facebook-data-in-r.html),120,FALSE,### R in the Real World,link,2018-6-18
"+ [A World Cup 2018 primer, with graphs!](https://austinwehrwein.com/data-visualization/world-cup/)",99,FALSE,### R in the Real World,link,2018-6-18
"![A World Cup 2018 primer, with graphs!](https://austinwehrwein.com/data-visualization/world-cup_files/figure-html/unnamed-chunk-3-1.png)",137,FALSE,### R in the Real World,image,2018-6-18
+ [Beautiful Visualizations in R](http://www.deeplytrivial.com/2018/06/beautiful-visualizations-in-r.html),106,FALSE,### R in the Real World,link,2018-6-18
+ [Retracing Prenatal Testing Algorithms](http://staff.math.su.se/hoehle/blog/2018/06/14/prc.html),98,FALSE,### R in the Real World,link,2018-6-18
