value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2019-05-20
"title: R Weekly 2019-20 stringr, reproducible research, redoc",61,FALSE,NA,unid,2019-05-20
description: Weekly News in the R Community.,44,FALSE,NA,unid,2019-05-20
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,unid,2019-05-20
---,3,FALSE,NA,unid,2019-05-20
Release Date: 2019-05-20,24,FALSE,NA,unid,2019-05-20
+ [New `stringr` vignette comparing base string functions to their stringr equivalents](https://stringr.tidyverse.org/articles/from-base.html),142,FALSE,###  Highlight,link,2019-05-20
+ [Putting the R into Reproducible Research (slidedeck)](https://annakrystalli.me/talks/r-in-repro-research.html#1),115,FALSE,###  Highlight,link,2019-05-20
"+ [`redoc`](https://noamross.github.io/redoc/), reversible reproducible documents. redoc is a package to enable a collaboration via a two-way R Markdown-Microsoft Word workflow. Includes support for diffing, Critic Markup/track changes, and RStudio Add-ins.",257,FALSE,###  Highlight,link,2019-05-20
+ [A Multimillion-Dollar Startup Hid A Sexual Harassment Incident By Its CEO — Then A Community of Outsiders Dragged It Into the Light](https://www.buzzfeednews.com/article/daveyalba/datacamp-sexual-harassment-metoo-tech-startup),229,FALSE,### Insights,link,2019-05-20
+ [Read the R source!](https://blog.r-hub.io/2019/05/14/read-the-source/),73,FALSE,### Insights,link,2019-05-20
+ [Hey pretty](https://djnavarro.net/post/hey-pretty/),54,FALSE,### Insights,link,2019-05-20
+ [Be some other name](https://djnavarro.net/post/be-some-other-name/),70,FALSE,### Insights,link,2019-05-20
+ [A Shiny App to explore my NYT Crossword solving statistics](https://aschep.shinyapps.io/crosswordapp/),105,FALSE,### R in the Real World,link,2019-05-20
+ [Timezones are hard](http://www.citizen-statistician.org/2019/05/timezones-are-hard/),87,FALSE,### R in the Real World,link,2019-05-20
+ [rOpenSci Dev Guide 0.2.0: Updates Inside and Out](https://ropensci.org/blog/2019/05/16/dev-guide-update/),108,FALSE,###  R in Organizations,link,2019-05-20
"![cover of rOpenSci dev guide, showing a package production line with small humans discussing, examining and promoting packages](https://raw.githubusercontent.com/rweekly/image/master/2019-05-20/ropensci_dev_guide_cover.png)",224,FALSE,###  R in Organizations,image,2019-05-20
+ [POWER to the People](https://ropensci.org/blog/2019/05/14/nasapower/),72,FALSE,###  R in Academia,link,2019-05-20
+ [Putting the R into Reproducible Research (slidedeck)](https://annakrystalli.me/talks/r-in-repro-research.html#1),115,FALSE,###  R in Academia,link,2019-05-20
+ [New `stringr` vignette comparing base string functions to their stringr equivalents](https://stringr.tidyverse.org/articles/from-base.html),142,FALSE,###  Resources,link,2019-05-20
