value,nchar,section_lookup,section_title,section,type,issue
+ [Macroeconomic charts by the Fed using R and Plotly](http://moderndata.plot.ly/macroeconomic-charts-by-the-fed-using-r-and-plotly/),133,FALSE,NA,#### Tutorials,link,2016-7-11
+ [dplyr do: Some Tips for Using and Programming](http://www.quantide.com/website/dplyr-do-tips-using-programming/),115,FALSE,NA,#### Tutorials,link,2016-7-11
+ [Combining ArcGIS and R - Clustering Toolbox](https://r-video-tutorial.blogspot.com/2016/07/combine-arcgis-and-r-clustering-toolbox.html),139,FALSE,NA,#### Tutorials,link,2016-7-11
![Combining ArcGIS and R - Clustering Toolbox](https://2.bp.blogspot.com/-YD2geLiu1xI/V3dlw-ZEI-I/AAAAAAAAR90/12XTy0eAx54JinvswLlQ8l-I7I5AWqgrQCLcB/s640/Fig9.jpg),162,FALSE,NA,#### Tutorials,image,2016-7-11
+ [Reproducibility starts at home](http://www.jonzelner.net/statistics/make/docker/reproducibility/2016/05/31/reproducibility-pt-1/),132,FALSE,NA,#### Tutorials,link,2016-7-11
+ [R programming tools for conservation scientists](http://www.seascapemodels.org/research%20rstats/2016/07/08/rstats-for-conservation.html),140,FALSE,NA,#### Tutorials,link,2016-7-11
+ [Advanced Regression Models: Learn which regression technique to apply for what cases?](http://rstatistics.net/special-forms-of-regression/),142,FALSE,NA,#### Tutorials,link,2016-7-11
+ [UseR conference: Fun with statisticians and programmers](http://scopeblog.stanford.edu/2016/07/05/user-conference-fun-with-statisticians-and-programmers/),157,FALSE,NA,#### Tutorials,link,2016-7-11
"+ [6 ways to run a ""simple"" regression](https://underthecurve.github.io/jekyll/update/2016/07/01/one-regression-six-ways.html)",126,FALSE,NA,#### Tutorials,link,2016-7-11
+ [Interactive flow visualization in R](http://personal.tcu.edu/kylewalker/interactive-flow-visualization-in-r.html),116,FALSE,NA,#### Tutorials,link,2016-7-11
+ [Bridging The Political Polygons Gap with ggplot2](http://rud.is/b/2016/07/07/bridging-the-political-polygons-gap-with-ggplot2/),130,FALSE,NA,#### R in the Real World,link,2016-7-11
![Bridging The Political Polygons Gap with ggplot2](https://rud.is/b/wp-content/uploads/2016/07/engalpha.png),109,FALSE,NA,#### R in the Real World,image,2016-7-11
+ [Breaking down the Brexit vote – Which Local Authorities wanted out? And by how much?](http://www.p0bs.com/packageForThat.html),129,FALSE,NA,#### R in the Real World,link,2016-7-11
<!--Fatal Police Shootings Across the U.S.](http://juliasilge.com/blog/Fatal-Shootings/)-->,91,FALSE,NA,#### R in the Real World,unid,2016-7-11
<!--Fatal Police Shootings Across the U.S.](https://cdn.rawgit.com/rweekly/image/master/2016-07-11/shootingsdashboard.png)-->,125,FALSE,NA,#### R in the Real World,unid,2016-7-11
+ [Latest on the Julia Language (vs. R)](https://matloff.wordpress.com/2016/07/06/latest-on-the-julia-language-vs-r/),117,FALSE,NA,#### R in the Real World,link,2016-7-11
+ [Text Mining with R on Vikings episode scripts](http://www.programmingr.com/content/resume-interview-tips-r-programmers/),123,FALSE,NA,#### R in the Real World,link,2016-7-11
+ [Visualizing Stirling’s Approximation With Highcharts](https://aschinchon.wordpress.com/2016/07/05/visualizing-stirlings-approximation-with-highcharts/),154,FALSE,NA,#### R in the Real World,link,2016-7-11
+ [Euro 2016 analytics: Who’s playing the toughest game?](http://datascienceplus.com/euro-2016-analytics-whos-playing-the-toughest-game/),137,FALSE,NA,#### R in the Real World,link,2016-7-11
"+ [How many calories should you eat per day?](http://www.decisionsciencenews.com/2016/07/06/many-calories-eat-per-day/) - US government guidelines by age, sex, activity level.",175,FALSE,NA,#### R in the Real World,link,2016-7-11
+ [Animated world inequality map](https://ellisp.github.io/blog/2016/07/02/ehii-map),84,FALSE,NA,#### R in the Real World,link,2016-7-11
![Animated world inequality map](https://ellisp.github.io/img/0048-ehii.gif),76,FALSE,NA,#### R in the Real World,image,2016-7-11
+ [A look at AirBnB demographics](https://flovv.github.io/AirBnB_demo/),71,FALSE,NA,#### R in the Real World,link,2016-7-11
![A look at AirBnB demographics](https://flovv.github.io/figures/post10/unnamed-chunk-2-1.png),94,FALSE,NA,#### R in the Real World,image,2016-7-11
+ [Data Transparency Through Data: Building an MRR Forecasting Tool in R](https://overflow.buffer.com/2016/03/11/transparency-through-data-building-an-mrr-forecasting-tool-in-r/),178,FALSE,NA,#### R in the Real World,link,2016-7-11
![Data Transparency Through Data: Building an MRR Forecasting Tool in R](https://cdn-images-1.medium.com/max/1600/1*tEGKMdTzEWfis6VzMhvdiw.gif),143,FALSE,NA,#### R in the Real World,image,2016-7-11
+ [Presenting Renjin's JIT Loop Compiler at RIOT 2016](http://www.renjin.org/blog/2016-07-03-riot-workshop-compiler-presentation.html) - Renjin’s JIT Loop Compiler is intended to compile R code into extremly efficient machine code.,231,FALSE,NA,#### R in Organization,link,2016-7-11
+ [R for the masses with Power BI](https://powerbi.microsoft.com/en-us/blog/r-visuals-in-powerbi-service/),106,FALSE,NA,#### R in Organization,link,2016-7-11
+ [Notes from 3rd and 3.5th Bayesian Mixer Meetup](http://www.magesblog.com/2016/07/notes-from-3rd-and-35th-bayesian-mixer.html),128,FALSE,NA,#### R in Organization,link,2016-7-11
+ [Fry: A Fast Interactive Biological Pathway Miner by Göknur Giner](https://github.com/goknurginer/useR2016),109,FALSE,NA,#### R in Bioinformatics,link,2016-7-11
+ [useR! 2016 videos on Channel 9](https://channel9.msdn.com/Events/useR-international-R-User-conference/useR2016),114,FALSE,NA,## Videos & Podcasts,link,2016-7-11
+ [NSSD Podcast Episode 18: Back on Planet Earth](https://soundcloud.com/nssd-podcast/episode-18-back-on-planet-earth) - With highlights from useR! 2016 conference.,164,FALSE,NA,## Videos & Podcasts,link,2016-7-11
+ [Sustainable Urban Transport Planning using Big Data from Mobile Phones](http://blog.danielemaasit.com/2016/07/07/incase-you-missed-it-my-talk-at-the-united-nations-global-pulse-worshop/),189,FALSE,NA,## Videos & Podcasts,link,2016-7-11
"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/47IjdD2yyGE"" frameborder=""0"" allowfullscreen></iframe>",122,FALSE,NA,## Videos & Podcasts,unid,2016-7-11
+ [Starting Out with R and Shiny by Oliver Keyes](https://ironholds.org/projects/r_shiny/),90,FALSE,NA,## Resources,link,2016-7-11
+ [Tufte in R](http://motioninsocial.com/tufte/),48,FALSE,NA,## Resources,link,2016-7-11
"+ [tibble 1.1](https://blog.rstudio.org/2016/07/05/tibble-1-1/) - now consistently using “tibble” as the key word in creation, coercion, and testing functions. [release notes](https://github.com/hadley/tibble/releases/tag/v1.1)",227,FALSE,NA,## New Releases,link,2016-7-11
+ [httr 1.2.0](https://blog.rstudio.org/2016/07/05/httr-1-2-0/) - [release notes](https://github.com/hadley/httr/releases/tag/v1.2.0),133,FALSE,NA,## New Releases,link,2016-7-11
+ [xml2 1.0.0 ](https://blog.rstudio.org/2016/07/05/xml2-1-0-0/) - [release notes](https://github.com/hadley/xml2/releases/tag/v1.0.0),134,FALSE,NA,## New Releases,link,2016-7-11
+ [ezsummary 0.2.0](https://cran.r-project.org/web/packages/ezsummary/) - [release notes](https://cran.r-project.org/web/packages/ezsummary/NEWS),145,FALSE,NA,## New Releases,link,2016-7-11
+ [ttbbeer](https://github.com/jasdumas/ttbbeer) - US Beer Statistics from TTB.,79,FALSE,NA,## New Packages & Tools,link,2016-7-11
+ [clustermq](https://github.com/mschubert/clustermq) - Send function calls as LSF jobs.,88,FALSE,NA,## New Packages & Tools,link,2016-7-11
Updates from [R Core](http://developer.r-project.org/blosxom.cgi/R-devel/NEWS).,79,FALSE,NA,## R Project Updates,unid,2016-7-11
"+ The `method` argument of `sort.list()`, `order()` and `sort.int()` gains an `""auto""` option (the default) which should behave the same as before when `method` was left missing.",178,FALSE,NA,## R Project Updates,unid,2016-7-11
+ The `plot` method for `ppr` has enhanced default labels (xmin and main).,74,FALSE,NA,## R Project Updates,unid,2016-7-11
+ `sample.int()` gains an explicit `useHash` option (with a back compatible default).,85,FALSE,NA,## R Project Updates,unid,2016-7-11
"+ `addNA()` is faster now, e.g., when applied twice. (Part of PR#16895.)",72,FALSE,NA,## R Project Updates,unid,2016-7-11
"+ Illegal factors, e.g., with duplicated levels (illegal but constructable) now give a warning when printed, via new function `.valid.factor()`.",144,FALSE,NA,## R Project Updates,unid,2016-7-11
+ `sessionInfo()` has been updated for Apple's change in OS naming as from `10.12` (`macOS Sierra` _vs_ `OS X El Capitan`).,123,FALSE,NA,## R Project Updates,unid,2016-7-11
+ Its `toLatex()` method now includes the `running` component.,62,FALSE,NA,## R Project Updates,unid,2016-7-11
"+ `options(""interrupt"")` can be used to specify a default action for user interrupts. For now, if this option is not set and the `error` option is set, then an unhandled user interrupt invokes the `error` option. This may be dropped in the future as `interrupt` conditions are not `error` conditions.",300,FALSE,NA,## R Project Updates,unid,2016-7-11
+ Radix sort is now the default algorithm for double vectors. It no longer rounds.,82,FALSE,NA,## R Project Updates,unid,2016-7-11
+ `stack.data.frame` and `stack.default` preserve the names of empty elements in the levels of the `ind` column of the return value. Set the new `drop` argument to `TRUE` for the previous behavior.,197,FALSE,NA,## R Project Updates,unid,2016-7-11
"+ [satRday! in Budapest, Hungary](http://budapest.satrdays.org/#cfp)",68,FALSE,NA,## Call for Participation,link,2016-7-11
+ [7 new R jobs from around the world (2016-07-05)](http://www.r-bloggers.com/7-new-r-jobs-from-around-the-world-2016-07-05/),125,FALSE,NA,## Jobs,link,2016-7-11
+ [R Competition on education in South Africa](http://www.r-bloggers.com/r-competition-on-education-in-south-africa-july-and-august-2016/) **8 July - 21 August**,161,FALSE,NA,## Upcoming Events,link,2016-7-11
+ [EARL 2016 London](https://earlconf.com/)  **13 September - 15 Septemberth** <br>,83,FALSE,NA,## Upcoming Events,link,2016-7-11
The primary focus of the Conference is the commercial usage of R across a range of industry sectors with the aim of sharing knowledge and applications of the language.<br />,173,FALSE,NA,## Upcoming Events,unid,2016-7-11
"+ [eRum 2016 Poznan, Poland](http://erum.ue.poznan.pl/)  **12 October - 14 October** <br>",89,FALSE,NA,## Upcoming Events,link,2016-7-11
"European R users meeting (eRum) is an international conference that aims at integrating users of the R language. eRum 2016 will be a good chance to exchange experiences, broaden knowledge on R and collaborate. <br />",216,FALSE,NA,## Upcoming Events,unid,2016-7-11
"<blockquote class=""twitter-tweet"" data-lang=""en""><p lang=""en"" dir=""ltr"">Thank you to the <a href=""https://twitter.com/hashtag/SPSS?src=hash"">#SPSS</a> community! I will fight for you while <a href=""https://twitter.com/hadleywickham"">@hadleywickham</a> brings in more people that will threaten your freedoms &amp; beliefs</p>&mdash; Donald Trump, PhD (@ScientistTrump) <a href=""https://twitter.com/ScientistTrump/status/750004043490164737"">July 4, 2016</a></blockquote>",468,FALSE,NA,## Quote of the Week,unid,2016-7-11
