value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2019-04-01
"title: R Weekly 2019-13 R-hub, CII, C++",39,FALSE,NA,unid,2019-04-01
description: Weekly News in the R Community.,44,FALSE,NA,unid,2019-04-01
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,unid,2019-04-01
---,3,FALSE,NA,unid,2019-04-01
"+ [R package developers, why should you care about R-hub?](https://blog.r-hub.io/2019/03/26/why-care/)",102,FALSE,###  Highlight,link,2019-04-01
+ [CII Best Practices – R Package Leaderboard](https://www.r-consortium.org/blog/2019/03/27/cii-best-practices-r-package-leaderboard),133,FALSE,###  Highlight,link,2019-04-01
+ [Use of C++ in Packages](https://developer.r-project.org/Blog/public/2019/03/28/use-of-c---in-packages/),106,FALSE,###  Highlight,link,2019-04-01
+ [Package licensing and enterprise use](https://www.r-consortium.org/blog/2019/03/25/package-licensing-and-enterprise-use),123,FALSE,### Insights,link,2019-04-01
"+ [R package developers, why should you care about R-hub?](https://blog.r-hub.io/2019/03/26/why-care/)",102,FALSE,### Insights,link,2019-04-01
+ [Code challenge: find every way to create an identity matrix in R](https://selbydavid.com/2019/03/27/identity-matrix/),120,FALSE,### Insights,link,2019-04-01
"+ [Choosing the best open source project (Github, Gitlab, etc.) depends on the quality of documentation, where it sits in the open-source life cycle, transparency, dependencies, and benchmarking.](https://towardsdatascience.com/how-to-choose-the-best-open-source-software-b1cbbe4f6398)",285,FALSE,### Insights,link,2019-04-01
+ [CII Best Practices – R Package Leaderboard](https://www.r-consortium.org/blog/2019/03/27/cii-best-practices-r-package-leaderboard),133,FALSE,### Insights,link,2019-04-01
+ [Use of C++ in Packages](https://developer.r-project.org/Blog/public/2019/03/28/use-of-c---in-packages/),106,FALSE,### Insights,link,2019-04-01
+ [#21: A Third and Final (?) Post on Stripping R Libraries](http://dirk.eddelbuettel.com/blog/2019/03/27#021_stripping_take_three),131,FALSE,### Insights,link,2019-04-01
![#21: A Third and Final (?) Post on Stripping R Libraries](https://raw.githubusercontent.com/rweekly/image/master/2019/impactOfStripping.png),142,FALSE,### Insights,image,2019-04-01
+ [Rome Was Not Built In A Day But widgetcard Was!](https://rud.is/b/2019/03/26/rome-was-not-built-in-a-day-but-widgetcard-was/),128,FALSE,### R in the Real World,link,2019-04-01
+ [Better predictions for AFL from adjusted Elo ratings](http://freerangestats.info/blog/2019/03/30/afl-elo-adjusted),117,FALSE,### R in the Real World,link,2019-04-01
+ [Web Scraping Amazon Reviews (March 2019)](https://justrthings.com/2019/03/03/web-scraping-amazon-reviews-march-2019/),120,FALSE,### R in the Real World,link,2019-04-01
+ [ELK+R Stack](https://paoloeusebi.blog/2019/01/24/elkr-stack/),64,FALSE,### R in the Real World,link,2019-04-01
+ [Shiny VS. Dash: A Side-by-side Comparison](https://www.rkingdc.com/blog/2019/3/6/shiny-vs-dash-a-side-by-side-comparison?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Blog-RKingDataConsulting+%28R+Blog+-+R.+King+Data+Consulting%29),247,FALSE,### R in the Real World,link,2019-04-01
"+ [Super Dark IDE Theme, R-Studio, Inverted Color](https://r-bar.net/super-dark-ide-theme-inverted-color/)",106,FALSE,### R in the Real World,link,2019-04-01
"+ [Sunny day at the office, and new mocha cup!](http://www.win-vector.com/blog/2019/03/sunny-day-at-the-office-and-new-mocha-cup/)",130,FALSE,### R in the Real World,link,2019-04-01
+ [no country for old liars](https://xianblog.wordpress.com/2019/03/30/old-liars/),82,FALSE,### R in the Real World,link,2019-04-01
+ [Summer Interns 2019](https://blog.rstudio.com/2019/03/25/summer-interns-2019/),81,FALSE,###  R in Organizations,link,2019-04-01
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,###  New Packages,unid,2019-04-01
**CRAN**,8,FALSE,###  New Packages,unid,2019-04-01
+ [lconnect](https://geekcologist.wordpress.com/2019/03/21/package-lconnect-patch-connectivity-metrics-and-patch-prioritization/) - patch connectivity metrics and patch prioritization,183,FALSE,###  New Packages,link,2019-04-01
+ [February 2019: “Top 40” New CRAN Packages](https://rviews.rstudio.com/2019/03/26/february-2019-top-40-new-cran-packages/),124,FALSE,###  New Packages,link,2019-04-01
**GitHub or Bitbucket**,23,FALSE,###  New Packages,unid,2019-04-01
+ [ggdebug - a package for debugging ggplot stats](https://coolbutuseless.github.io/2019/03/26/ggdebug-a-package-for-debugging-ggplot-stats/),141,FALSE,###  New Packages,link,2019-04-01
