value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2019-09-23
"title: R Weekly 2019-38 tidyr, ggforce, practicalgg",51,FALSE,NA,unid,2019-09-23
description: Weekly News in the R Community.,44,FALSE,NA,unid,2019-09-23
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,unid,2019-09-23
---,3,FALSE,NA,unid,2019-09-23
+ [{tidyr} 1.0.0](https://www.tidyverse.org/articles/2019/09/tidyr-1-0-0/),74,FALSE,###  Highlight,link,2019-09-23
+ [Accelerate your plots with ggforce](https://rviews.rstudio.com/2019/09/19/intro-to-ggforce/),95,FALSE,###  Highlight,link,2019-09-23
+ [practicalgg](https://wilkelab.org/practicalgg/) - Practical ggplot2,70,FALSE,###  Highlight,link,2019-09-23
+ [Why Machine Learning Is More Practical Than Econometrics In the Real World](https://www.remixinstitute.com/blog/why-machine-learning-is-more-practical-than-time-series-in-the-real-world),189,FALSE,### R in the Real World,link,2019-09-23
![30- Period Ahead Forecast Model Counts by Rank (based on lowest MAE)](https://i0.wp.com/www.remixinstitute.com/wp-content/uploads/30-period-ahead-model-win-counts-remixautoml.png?w=817&ssl=1),193,FALSE,### R in the Real World,image,2019-09-23
+ [Finding the Modal School District: Inspired by NPR Planet Money's Modal American Analysis](https://ivelasq.rbind.io/blog/modal-district/),140,FALSE,### R in the Real World,link,2019-09-23
+ [Text yourself from #rstats](https://richpauloo.github.io/2019-09-11-Using-Twilio-to-text-myself-after-long-running-jobs/),124,FALSE,### R in the Real World,link,2019-09-23
+ [Hindi and Other Languages in India based on 2001 census](https://www.programmingwithr.com/hindi-and-other-languages-in-india-based-on-2001-census/),150,FALSE,### R in the Real World,link,2019-09-23
+ [Feature-based time series analysis](https://robjhyndman.com/hyndsight/fbtsa/),80,FALSE,### R in the Real World,link,2019-09-23
![Feature-based time series analysis](https://raw.githubusercontent.com/rweekly/image/master/2019/fbtsa.png),108,FALSE,### R in the Real World,image,2019-09-23
+ [citecorp: working with open citations](https://ropensci.org/technotes/2019/09/17/citecorp/),94,FALSE,###  R in Organizations,link,2019-09-23
+ [GEO2RNAseq: An easy-to-use R pipeline for complete pre-processing of RNA-seq data](https://www.biorxiv.org/content/10.1101/771063v1.full),140,FALSE,###  R in Academia,link,2019-09-23
+ [Functional Programming + Iterative Web Scraping in R](https://www.programmingwithr.com/functional-programming-iterative-web-scraping-in-r/),142,FALSE,###  Resources,link,2019-09-23
+ [Disseminating Research in the 21st Century](http://www.shinydata.org/demo/),78,FALSE,###  Resources,link,2019-09-23
+ [Doing Meta-Analysis in R](https://bookdown.org/MathiasHarrer/Doing_Meta_Analysis_in_R/),90,FALSE,###  Resources,link,2019-09-23
![Doing Meta-Analysis in R](https://raw.githubusercontent.com/rweekly/image/master/2019/forest-plot.png),104,FALSE,###  Resources,image,2019-09-23
+ [Shiny-Apps-for-Education](https://github.com/kbodwin/Shiny-Apps-for-Education),81,FALSE,###  Resources,link,2019-09-23
+ [Create or transform variables](https://dplyr.tidyverse.org/reference/mutate.html),84,FALSE,###  Resources,link,2019-09-23
+ [A Graphical Introduction to tidyr's pivot_*()](https://speakerdeck.com/yutannihilation/a-graphical-introduction-to-tidyrs-pivot-star),136,FALSE,###  Resources,link,2019-09-23
+ [tidyexplain](https://github.com/gadenbuie/tidyexplain),57,FALSE,###  Resources,link,2019-09-23
![tidyexplain](https://raw.githubusercontent.com/rweekly/image/master/2019/tidyr-spread-gather.gif),99,FALSE,###  Resources,image,2019-09-23
+ [Reproducible Research Workflows with Snakemake and R](https://lachlandeer.github.io/snakemake-econ-r-tutorial/),114,FALSE,###  Resources,link,2019-09-23
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,###  New Packages,unid,2019-09-23
**CRAN**,8,FALSE,###  New Packages,unid,2019-09-23
+ [{ggdag}: Tidy causal DAGs in ggplot2](https://malco.io/2019/09/17/tidy-causal-dags-with-ggdag-0-2-0/),104,FALSE,###  New Packages,link,2019-09-23
