value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2017-05-15
layout: post,12,FALSE,NA,unid,2017-05-15
"title: R Weekly 2017-20 Interactive Tutorials, Tidyverse Functions, Wikimedia Dashboards",88,FALSE,NA,unid,2017-05-15
description: Weekly News in the R Community.,44,FALSE,NA,unid,2017-05-15
---,3,FALSE,NA,unid,2017-05-15
+ [learnr](https://rstudio.github.io/learnr/) - Interactive Tutorials for R,75,FALSE,###  Highlight,link,2017-05-15
+ [rlang](https://github.com/tidyverse/rlang) -  Functions for Base Types and Core R and 'Tidyverse' Features,109,FALSE,###  Highlight,link,2017-05-15
+ [Wikimedia Discovery Dashboards](https://discovery.wmflabs.org/),66,FALSE,###  Highlight,link,2017-05-15
+ [Travis-CI Flaw Exposed Some 'Secure' Environment Variable Contents](https://rud.is/b/2017/05/08/travis-ci-flaw-exposed-some-secure-environment-variable-contents/),165,FALSE,###  Insights,link,2017-05-15
+ [Exploding barplot - Animation (with R-script and example data)](https://zenodo.org/record/574883),100,FALSE,###  Insights,link,2017-05-15
![Exploding barplot - Animation (with R-script and example data)](https://zenodo.org/record/574883/files/_Exploding_Barplot.gif),128,FALSE,###  Insights,image,2017-05-15
"+ [reading/writing biggish data, revisited](http://kbroman.org/blog/2017/05/11/reading/writing-biggish-data-revisited/)",119,FALSE,###  Insights,link,2017-05-15
+ [Introducing Stack Overflow Trends](https://stackoverflow.blog/2017/05/09/introducing-stack-overflow-trends/),111,FALSE,###  Insights,link,2017-05-15
![Data Science](https://zgab33vy595fw5zq-zippykid.netdna-ssl.com/wp-content/uploads/2017/05/data-science-1-1024x621.png),120,FALSE,###  Insights,image,2017-05-15
+ [Automated Machine Learning — A Paradigm Shift That Accelerates Data Scientist Productivity @ Airbnb](https://medium.com/airbnb-engineering/automated-machine-learning-a-paradigm-shift-that-accelerates-data-scientist-productivity-airbnb-f1f8a10d61f8?source=rss----53c7c27702d5--data_science),292,FALSE,###  Insights,link,2017-05-15
+ [Mapping the French second round results with R](http://colinfay.me/mapping-the-french-second-round-results-with-r/),118,FALSE,###  R in the Real World,link,2017-05-15
