value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2017-01-23
layout: post,12,FALSE,NA,unid,2017-01-23
title: R Weekly 2017 Issue 4,28,FALSE,NA,unid,2017-01-23
description: Weekly News in the R Community.,44,FALSE,NA,unid,2017-01-23
---,3,FALSE,NA,unid,2017-01-23
+ [Statistical Thinking; a blog by Frank Harrell](http://www.fharrell.com/),75,FALSE,### Highlight,link,2017-01-23
+ [More components of the R ecosystem](http://f.briatte.org/r/more-components-of-the-r-ecosystem),97,FALSE,### Highlight,link,2017-01-23
+ [Introduction to Event Log Mining with R](https://datasciencedojo.com/event-log-mining/),90,FALSE,### Highlight,link,2017-01-23
+ [Learn Support Vector Machine (SVM) from Scratch in R](http://www.listendata.com/2017/01/support-vector-machine-in-r-tutorial.html),133,FALSE,### Tutorials,link,2017-01-23
+ [weakly informative reparameterisations for location-scale mixtures](https://xianblog.wordpress.com/2017/01/19/weakly-informative-reparameterisations-for-location-scale-mixtures/),181,FALSE,### Tutorials,link,2017-01-23
+ [R to the Rescue](http://johnmackintosh.com/2017-01-15-taming-wild-spreadsheets/),83,FALSE,### Tutorials,link,2017-01-23
+ [Structural Equation Modelling in R (Part 2)](http://pacha.hk/2017-01-15_sem_r_part_2.html),93,FALSE,### Tutorials,link,2017-01-23
![Structural Equation Modelling in R (Part 2)](https://cdn.rawgit.com/rweekly/image/3103baed/2017-1-23/sem_example_2.svg),121,FALSE,### Tutorials,image,2017-01-23
+ [Reproducible Finance with R: Sector Correlations](https://www.rstudio.com/rviews/2017/01/18/reproducible-finance-with-r-sector-correlations/),144,FALSE,### Tutorials,link,2017-01-23
"+ [Regression model with auto correlated errors – Part 3, some astrology](https://datascienceplus.com/regression-model-with-auto-correlated-errors-part-3-some-astrology/)",170,FALSE,### Tutorials,link,2017-01-23
+ [Git Gud with Git and R](http://blog.revolutionanalytics.com/2017/01/git-gud-with-git-and-r.html),99,FALSE,### Tutorials,link,2017-01-23
"+ [Two meanings of priors, part II: Quantifying uncertainty about model parameters](http://www.nicebread.de/two-meanings-of-priors-2/)",134,FALSE,### Tutorials,link,2017-01-23
"+ [R For Beginners:  Basic Graphics Code to Produce Informative Graphs, Part Two, Working With Big Data](https://dmwiig.net/2017/01/16/r-for-beginners-basic-graphics-code-to-produce-informative-graphs-part-two-working-with-big-data/)",233,FALSE,### Tutorials,link,2017-01-23
+ [Creating beautiful charts in chinese with ggplot2](http://pacha.hk/2017-01-17_ggplot2_chinese.html),102,FALSE,### Tutorials,link,2017-01-23
+ [Feature Selection in Machine Learning (Breast Cancer Datasets)](https://shiring.github.io/machine_learning/2017/01/15/rfe_ga_post),133,FALSE,### Tutorials,link,2017-01-23
![Feature Selection in Machine Learning (Breast Cancer Datasets)](https://shiring.github.io/machine_learning/2017/01/15/rfe_ga_post_files/figure-markdown_github/unnamed-chunk-12-1.png),184,FALSE,### Tutorials,image,2017-01-23
"+ [How to really do an analysis in R (part 1, data manipulation)](http://sharpsightlabs.com/blog/shipping-analysis-r-data-wrangling/)",133,FALSE,### Tutorials,link,2017-01-23
"+ [Two meanings of priors, part I: The plausibility of models](http://www.nicebread.de/two-meanings-of-priors-1/)",113,FALSE,### Tutorials,link,2017-01-23
+ [The Meeting Point Locator](https://fronkonstin.com/2017/01/16/the-meeting-point-locator/),92,FALSE,### Tutorials,link,2017-01-23
+ [Gelman’s MrP in R – What is this all about?](http://hagutierrezro.blogspot.com/2017/01/gelman-mrp-in-r-what-is-this-all-about.html),134,FALSE,### Tutorials,link,2017-01-23
+ [Repurposing the Candlestick Chart](http://www.maxhumber.com/2017/01/15/candlesticks.html),92,FALSE,### Tutorials,link,2017-01-23
+ [Beginners Exercise: Bayesian Computation with Stan and Farmer Jöns](http://www.sumsar.net/blog/2017/01/bayesian-computation-with-stan-and-farmer-jons/),154,FALSE,### Tutorials,link,2017-01-23
"+ [Regression model with auto correlated errors – Part 2, the models](https://datascienceplus.com/regression-model-with-auto-correlated-errors-part-2-the-models/)",162,FALSE,### Tutorials,link,2017-01-23
+ [Rstudio Conference: Tips And Tricks](https://robinsones.github.io/RStudio-Conference-Tips-and-Tricks/),105,FALSE,### Tutorials,link,2017-01-23
"+ [R and Adobe Analytics: Two Dimensions, Many Metrics](http://analyticsdemystified.com/adobe-analytics/r-adobe-analytics-two-dimensions-many-metrics-part-1-3/)",160,FALSE,### Tutorials,link,2017-01-23
+ [More components of the R ecosystem](http://f.briatte.org/r/more-components-of-the-r-ecosystem),97,FALSE,### Insights,link,2017-01-23
+ [Data science opinions and tools to support them at rstudio::conf](http://drsimonj.svbtle.com/opinions-and-challenges-at-rstudio-conf),136,FALSE,### Insights,link,2017-01-23
+ [The Wizarding World of rstudio::conf 2017](http://www.mango-solutions.com/wp/2017/01/the-wizard-world-of-rstudioconf-2017/),126,FALSE,### Insights,link,2017-01-23
+ [Nobel Laureates – A Closer Look At The Data](http://r-blog.salvaggio.net/?p=251),83,FALSE,### R in the Real World,link,2017-01-23
