value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2018-09-03
"title: R Weekly 2018-36 Slack, Plumber",38,FALSE,NA,unid,2018-09-03
description: Weekly News in the R Community.,44,FALSE,NA,unid,2018-09-03
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,unid,2018-09-03
---,3,FALSE,NA,unid,2018-09-03
"+ [Slack and Plumber, Part One](https://rviews.rstudio.com/2018/08/30/slack-and-plumber-part-one/)",98,FALSE,###  Highlight,link,2018-09-03
+ [New York R 2018](https://www.rstats.nyc/2018/),49,FALSE,###  Highlight,link,2018-09-03
+ [O'Reilly animals in trouble? Conservation status of book covers](https://masalmon.eu/2018/08/25/oreilly/),108,FALSE,### R in the Real World,link,2018-09-03
+ [An {rtweet} investigation of a neat Twitter timeline trick. Rock on!](https://www.garrickadenbuie.com/blog/2018/08/24/greatest-twitter-scheme/),146,FALSE,### R in the Real World,link,2018-09-03
+ [Rents in Melbourne](http://freerangestats.info/blog/2018/08/31/melbourne-rents),82,FALSE,### R in the Real World,link,2018-09-03
![Rents in Melbourne](https://raw.githubusercontent.com/rweekly/image/master/2018/0123-all-medians-melbourne-2-3.png),117,FALSE,### R in the Real World,image,2018-09-03
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,###  New Packages,unid,2018-09-03
**CRAN**,8,FALSE,###  New Packages,unid,2018-09-03
+ [July 2018: Top 40 New Packages](https://rviews.rstudio.com/2018/08/27/july-2018-top-40-new-packages/),104,FALSE,###  New Packages,link,2018-09-03
![July 2018: Top 40 New Packages](https://rviews.rstudio.com/post/2018-08-21-July-Top40_files/makeParallel.png),111,FALSE,###  New Packages,image,2018-09-03
+ [future.apply 1.0.1](https://cran.r-project.org/package=future.apply) - Apply Function to Elements in Parallel using Futures,126,FALSE,### Package Releases,link,2018-09-03
+ [littler 0.3.4: More updated examples](http://dirk.eddelbuettel.com/blog/2018/08/24#littler-0.3.4),100,FALSE,### Package Releases,link,2018-09-03
+ [New York R 2018](https://www.rstats.nyc/2018/),49,FALSE,###  Videos and Podcasts,link,2018-09-03
+ [Simplify comparative bar charts with compareBars](https://daranzolin.github.io/2018-08-25-compareBars/),106,FALSE,###  Tutorials,link,2018-09-03
+ [Why There is No importFrom() Function in R](http://unconj.ca/blog/why-there-is-no-importfrom-in-r.html),106,FALSE,###  Tutorials,link,2018-09-03
