value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2017-03-20
layout: post,12,FALSE,NA,unid,2017-03-20
title: R Weekly 2017 Issue 12,29,FALSE,NA,unid,2017-03-20
description: Weekly News in the R Community.,44,FALSE,NA,unid,2017-03-20
is_podcast: true,16,FALSE,NA,unid,2017-03-20
podcast_title: 2017:12 Learning to learn,40,FALSE,NA,unid,2017-03-20
podcast_permalink: https://cloud.rweekly.org/2017-12.mp3,56,FALSE,NA,unid,2017-03-20
podcast_description: |,22,FALSE,NA,unid,2017-03-20
  <![CDATA[,11,FALSE,NA,unid,2017-03-20
"  <p>About the levels of data science class, learning to learn programming languages, hexagon sticker with R and more.</p>",122,FALSE,NA,unid,2017-03-20
  <ul>,6,FALSE,NA,unid,2017-03-20
"  <li>Read <a href=""https://www.rweekly.org/2017-12.html?pk_campaign=itunes_podcast"">R Weekly 2017 issue 12</a></li>",116,FALSE,NA,unid,2017-03-20
  </ul>,7,FALSE,NA,unid,2017-03-20
  <p></p>,9,FALSE,NA,unid,2017-03-20
  <ul> ,7,FALSE,NA,unid,2017-03-20
"  <li><a href=""https://www.patreon.com/rweekly"">Support with Patreon</a></li>",77,FALSE,NA,unid,2017-03-20
  </ul> ,8,FALSE,NA,unid,2017-03-20
  <ul>   ,9,FALSE,NA,unid,2017-03-20
"  <li><a href=""https://twitter.com/rweekly_org"">Twitter @rweekly_org</a></li>   ",80,FALSE,NA,unid,2017-03-20
  </ul>,7,FALSE,NA,unid,2017-03-20
  <ul> ,7,FALSE,NA,unid,2017-03-20
"  <li><a href=""https://www.facebook.com/rweekly"">Follow Facebook</a></li>  ",75,FALSE,NA,unid,2017-03-20
  </ul>,7,FALSE,NA,unid,2017-03-20
  <ul>,6,FALSE,NA,unid,2017-03-20
"  <li><a href=""http://freemusicarchive.org/music/gillicuddy/Plays_Guitar_Again/01-adventure-darling"">Music by Gillicuddy</a></li>",129,FALSE,NA,unid,2017-03-20
  </ul>,7,FALSE,NA,unid,2017-03-20
  ]]>,5,FALSE,NA,unid,2017-03-20
podcast_size: 8445849,21,FALSE,NA,unid,2017-03-20
"podcast_duration: ""5:42""",24,FALSE,NA,unid,2017-03-20
"podcast_summary: About the levels of data science class, learning to learn programming languages, hexagon sticker with R and more.",130,FALSE,NA,unid,2017-03-20
"podcast_keywords: "", ggplot2""",29,FALSE,NA,unid,2017-03-20
podcast_subtitle: Learning to learn,35,FALSE,NA,unid,2017-03-20
---,3,FALSE,NA,unid,2017-03-20
+ [On Programming Languages; Why My Dad Went From Programming to Driving a Bus](https://ntguardian.wordpress.com/2017/03/13/on-programming-languages-why-my-dad-went-from-programming-to-driving-a-bus/),200,FALSE,### Highlight,link,2017-03-20
+ [slickR in Bookdown: Rendering Canonical Interactive User Manuals](https://metrumresearchgroup.github.io/slickR/),115,FALSE,### Highlight,link,2017-03-20
+ [hexSticker](https://github.com/GuangchuangYu/hexSticker) - Hexagon sticker with R and ggplot2.,97,FALSE,### Highlight,link,2017-03-20
+ [Exploring 2017 Retail Store Closings with R](https://rud.is/b/2017/03/19/exploring-2017-retail-store-closings-with-r/),121,FALSE,### R in the Real World,link,2017-03-20
![Exploring 2017 Retail Store Closings with R](https://raw.githubusercontent.com/rweekly/image/master/2017-03/12-closing-all.png),129,FALSE,### R in the Real World,image,2017-03-20
+ [Because its Friday… The IKEA Billy index](https://longhowlam.wordpress.com/2017/03/17/because-its-friday-the-ikea-billy-index/),130,FALSE,### R in the Real World,link,2017-03-20
+ [Looking at Biopics of Hollywood using #fivethirtyeight #ggplot2 #ggraph](https://pradeepadhokshaja.wordpress.com/2017/03/17/looking-at-biopics-of-hollywood-using-fivethirtyeight-ggplot2-ggraph/),197,FALSE,### R in the Real World,link,2017-03-20
+ [Puts as Protection](http://timelyportfolio.blogspot.com/2017/03/puts-as-protection.html),91,FALSE,### R in the Real World,link,2017-03-20
+ [Mapping Housing Data with R](https://realdataweb.wordpress.com/2017/03/16/mapping-housing-data-with-r/),106,FALSE,### R in the Real World,link,2017-03-20
+ [Ingest and visualise Nomad Passport Index data](https://github.com/adamhsparks/Import_and_Visualise_Data_from_PDF_Using_R),125,FALSE,### R in the Real World,link,2017-03-20
![Ingest and visualise Nomad Passport Index data](https://raw.githubusercontent.com/rweekly/image/master/2017-03/12-plot-1.png),127,FALSE,### R in the Real World,image,2017-03-20
+ [How many digits into pi do you need to go to find your birthday?](http://www.decisionsciencenews.com/2017/03/17/many-digits-pi-need-go-find-birthday/),153,FALSE,### R in the Real World,link,2017-03-20
+ [Learning to learn - R Weekly Podcast 2017:12](https://www.youtube.com/watch?v=2aU8oFDul_w) - [Podcast RSS](https://feeds.feedburner.com/rweeklypodcast?format=xml),165,FALSE,### Videos and Podcasts,link,2017-03-20
"<iframe style=""margin-bottom: 20px;"" width=""560"" height=""315"" src=""https://www.youtube.com/embed/2aU8oFDul_w"" frameborder=""0"" allowfullscreen></iframe>",151,FALSE,### Videos and Podcasts,unid,2017-03-20
"+ [NSSD 34 F Dist](https://soundcloud.com/nssd-podcast/episode-34-f-dist) - Hilary and Roger discuss Stitch Fix's massive Algorithms Tour, reproducibility from a physical scientist perspective, and interpretability in machine learning.",235,FALSE,### Videos and Podcasts,link,2017-03-20
+ [R and data journalism in New Zealand - Ihaka Lecture Series 2017](https://www.youtube.com/watch?v=hLVlZpi4azw),113,FALSE,### Videos and Podcasts,link,2017-03-20
+ [The levels of data science class](http://simplystats.github.io/2017/03/16/evo-ds-class/),91,FALSE,### Insights,link,2017-03-20
+ [Why I love R Notebooks](https://www.rstudio.com/rviews/2017/03/15/why-i-love-r-notebooks/),93,FALSE,### Insights,link,2017-03-20
+ [Spatial Modeling Using Statistical Learning Techniques](http://r-spatial.org//r/2017/03/13/sperrorest-update.html),117,FALSE,### Insights,link,2017-03-20
+ [What does more efficient Monte Carlo mean?](https://xianblog.wordpress.com/2017/03/17/what-is-more-efficient-monte-carlo/),125,FALSE,### Insights,link,2017-03-20
+ [On Programming Languages; Why My Dad Went From Programming to Driving a Bus](https://ntguardian.wordpress.com/2017/03/13/on-programming-languages-why-my-dad-went-from-programming-to-driving-a-bus/),200,FALSE,### Insights,link,2017-03-20
