value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2017-06-19
"title: R Weekly 2017-25  Plain Text, New dplyr, Spaces Tabs",59,FALSE,NA,unid,2017-06-19
description: Weekly News in the R Community.,44,FALSE,NA,unid,2017-06-19
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,unid,2017-06-19
---,3,FALSE,NA,unid,2017-06-19
"+ [dplyr 0.7.0](https://blog.rstudio.org/2017/06/13/dplyr-0-7-0/) - tidy evaluation, character encoding, new datasets, new & improved verbs and over 100 improvements and bug fixes.",180,FALSE,###  Highlight,link,2017-06-19
+ [R in pRoduction: theRe be dRagons!](http://multithreaded.stitchfix.com/blog/2017/06/15/beware-r-in-production/),114,FALSE,###  Highlight,link,2017-06-19
+ [Developers Who Use Spaces Make More Money Than Those Who Use Tabs](https://stackoverflow.blog/2017/06/15/developers-use-spaces-make-money-use-tabs/),151,FALSE,###  Highlight,link,2017-06-19
+ [Developing tools for exploratory visualization](https://cpsievert.me/2017/06/13/developing-tools-for-exploratory-visualization/),131,FALSE,###  Insights,link,2017-06-19
+ [Enhancing your research network with social media](http://www.seascapemodels.org/research/2017/06/13/enhancing-research-network-social-media.html),149,FALSE,###  Insights,link,2017-06-19
+ [The future of education is plain text](https://simplystatistics.org/2017/06/13/the-future-of-education-is-plain-text/),121,FALSE,###  Insights,link,2017-06-19
+ [7 reasons to teach an online course](https://the-courserian-blog.mystagingwebsite.com/7-reasons-teach-online-course/),120,FALSE,###  Insights,link,2017-06-19
+ [New rOpenSci Packages for Text Processing in R](http://ropensci.org/blog/blog/2017/06/13/ropensci_text_tools),112,FALSE,###  Insights,link,2017-06-19
+ [Keeping Users Safe While Collecting Data](https://rud.is/b/2017/06/13/keeping-users-safe-while-collecting-data/),115,FALSE,###  Insights,link,2017-06-19
+ [Developers Who Use Spaces Make More Money Than Those Who Use Tabs](https://stackoverflow.blog/2017/06/15/developers-use-spaces-make-money-use-tabs/),151,FALSE,###  R in the Real World,link,2017-06-19
![Developers Who Use Spaces Make More Money Than Those Who Use Tabs](https://zgab33vy595fw5zq-zippykid.netdna-ssl.com/wp-content/uploads/2017/06/salary_graph-1-1400x1000.png),174,FALSE,###  R in the Real World,image,2017-06-19
+ [Who is talking about the French Open?](http://maelle.github.io/2017/06/10/rolandgarros/),91,FALSE,###  R in the Real World,link,2017-06-19
+ [Looking at US History using tidytext: Inaugural Speech Analysis Part 2](https://pradeepadhokshaja.wordpress.com/2017/06/12/looking-at-us-history-using-tidytext-inaugural-speech-analysis-part-2/),197,FALSE,###  R in the Real World,link,2017-06-19
+ [Batman villains & ggraph](http://www.austinwehrwein.com/data-visualization/plotting-batman-villains-ggraph/),111,FALSE,###  R in the Real World,link,2017-06-19
+ [Stats NZ encouraging active sharing for microdata access projects](http://ellisp.github.io/blog/2017/06/17/microdata-access),127,FALSE,###  R in the Real World,link,2017-06-19
+ [Exit poll for June 2017 election (UK)](https://statgeek.net/2017/06/11/exit-poll-for-june-2017-election-uk/),111,FALSE,###  R in the Real World,link,2017-06-19
+ [papr - rate papers on biorxiv in a single swipe and help science!](https://simplystatistics.org/2017/06/06/papr-rate-papers-on-biorxiv-in-a-single-swipe-and-help-science/) ,175,FALSE,###  R in the Real World,link,2017-06-19
"+ [Studying disease with R: RECON, The R Epidemics Consortium](http://blog.revolutionanalytics.com/2017/06/r-epidemics-consortium.html)",135,FALSE,###  R in Academia,link,2017-06-19
+ [Building an academic website using blogdown](https://support.rbind.io/2017/06/16/academic-site-apreshill),108,FALSE,###  R in Academia,link,2017-06-19
+ [NSSD 40 It's the CDs all over again](https://soundcloud.com/nssd-podcast/episode-40-its-the-cds-all-over-again) ,115,FALSE,###  Videos and Podcasts,link,2017-06-19
