value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2019-03-11
"title: R Weekly 2019-10 Exceptions, Troubleshooting, ggforce",60,FALSE,NA,unid,2019-03-11
description: Weekly News in the R Community.,44,FALSE,NA,unid,2019-03-11
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,unid,2019-03-11
---,3,FALSE,NA,unid,2019-03-11
+ [The ggforce Awakens (again)](https://www.data-imaginist.com/2019/the-ggforce-awakens-again/),95,FALSE,###  Highlight,link,2019-03-11
+ [A Spoonful of Hugo: Troubleshooting Your Build](https://alison.rbind.io/post/2019-03-04-hugo-troubleshooting/),113,FALSE,###  Highlight,link,2019-03-11
+ [Exceptions in control flow in R](https://recology.info/2019/03/control-flow-exceptions/),91,FALSE,###  Highlight,link,2019-03-11
+ [Building a Shiny App to Show the Impact of Vaccines](http://sandsynligvis.dk/2019/03/06/building-a-shiny-app-to-show-the-impact-of-vaccines/),144,FALSE,### R in the Real World,link,2019-03-11
+ [President's Day (As in: What does President Trump do with his day?)](https://www.garrickadenbuie.com/blog/2019/02/27/presidents-day/),136,FALSE,### R in the Real World,link,2019-03-11
![President's Day](https://raw.githubusercontent.com/rweekly/image/master/2019/presidents-day.png),98,FALSE,### R in the Real World,image,2019-03-11
"+ [CRAN Mirror ""Security""](https://rud.is/b/2019/03/03/cran-mirror-security/)",77,FALSE,### R in the Real World,link,2019-03-11
+ [R Journal publication journey ](https://eranraviv.com/forecast-combinations-in-r-using-the-forecastcomb-package/),116,FALSE,### R in the Real World,link,2019-03-11
+ [R at scale on the Google Cloud Platform](https://code.markedmondson.me/r-at-scale-on-google-cloud-platform/),111,FALSE,### R in the Real World,link,2019-03-11
+ [stats19: a package for road safety research](https://ropensci.org/blog/2019/02/26/stats19/),94,FALSE,### R in the Real World,link,2019-03-11
+ [ggplot2 meets W.E.B. Du Bois: Visualizing 1900s Black American life in R](https://www.statswithmatt.com/post/ggplot2-meets-w-e-b-du-bois/),141,FALSE,### R in the Real World,link,2019-03-11
+ [Mapping and Visualising Cholera Data](http://spatial.ly/2019/03/mapping-and-visualising-cholera-data/),105,FALSE,### R in the Real World,link,2019-03-11
+ [Bayesian state space modelling of the Australian 2019 election](http://freerangestats.info/blog/2019/03/02/aust-election-1),126,FALSE,### R in the Real World,link,2019-03-11
![Bayesian state space modelling of the Australian 2019 election](https://raw.githubusercontent.com/rweekly/image/master/2019/aust-ele.png),139,FALSE,### R in the Real World,image,2019-03-11
+ [Displaying Bus Punctuality](https://notstatschat.rbind.io/2019/03/01/displaying-bus-punctuality/),100,FALSE,### R in the Real World,link,2019-03-11
