value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2018-08-20
"title: R Weekly 2018-34 Best Practices Badge, Medicine",54,FALSE,NA,unid,2018-08-20
description: Weekly News in the R Community.,44,FALSE,NA,unid,2018-08-20
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,unid,2018-08-20
---,3,FALSE,NA,unid,2018-08-20
+ [CII Best Practices Badge for R Packages – responding to concerns](https://www.r-consortium.org/r-consortium-project/2018/08/16/cii-best-practices-badge-for-r-packages-responding-to-concerns),193,FALSE,###  Highlight,link,2018-08-20
+ [R/Medicine Conference](https://blog.rstudio.com/2018/08/13/r-medicine-conference/),85,FALSE,###  Highlight,link,2018-08-20
+ [What's new with R Consortium funded projects in Q2 2018](https://www.r-consortium.org/blog/2018/08/13/whats-new-with-r-consortium-funded-projects-in-q1-2018-2),162,FALSE,###  R in Organizations,link,2018-08-20
+ [R/Medicine Conference](https://blog.rstudio.com/2018/08/13/r-medicine-conference/),85,FALSE,###  R in Organizations,link,2018-08-20
![R/Medicine Conference](https://raw.githubusercontent.com/carneybill/images/master/genome-viewer.png),102,FALSE,###  R in Organizations,image,2018-08-20
+ [TokyoR #71](https://rviews.rstudio.com/2018/08/15/tokyor-71/),64,FALSE,###  R in Organizations,link,2018-08-20
+ [Stories from YouTube Trend Video](https://nycdatascience.com/blog/student-works/stories-from-youtube-trend-video/),117,FALSE,### R in the Real World,link,2018-08-20
+ [rstudio::conf diversity scholarships for the worth!](https://d4tagirl.com/2018/08/rstudio-conf-diversity-scholarships-for-the-worth),135,FALSE,### R in the Real World,link,2018-08-20
![rstudio::conf diversity scholarships for the worth!](https://d4tagirl.com/figure/source/rstudio-conf-diversity-scholarships-for-the-worth/2018-08-16-rstudio-conf-diversity-scholarships-for-the-worth/rladies.JPG),213,FALSE,### R in the Real World,image,2018-08-20
"+ [Talking Google Analytics dashboards via R, Shiny and Text-to-Speech APIs](http://code.markedmondson.me/talking-google-analytics-dashboards)",142,FALSE,### R in the Real World,link,2018-08-20
+ [Using Docker containers in R](https://speakerdeck.com/mtoto/using-docker-containers-in-r),92,FALSE,###  Resources,link,2018-08-20
"+ [AI, Machine Learning and Data Science Roundup: August 2018](http://blog.revolutionanalytics.com/2018/08/ai-roundup-august-2018.html)",135,FALSE,###  Resources,link,2018-08-20
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,###  New Packages,unid,2018-08-20
**GitHub or Bitbucket**,23,FALSE,###  New Packages,unid,2018-08-20
+ [mscstts](http://blog.revolutionanalytics.com/2018/08/make-r-speak.html) - Make R speak,89,FALSE,###  New Packages,link,2018-08-20
+ [Microsoft R Open 3.5.1](http://blog.revolutionanalytics.com/2018/08/mro-351-now-available.html),98,FALSE,### Package Releases,link,2018-08-20
+ [sergeant 1.14.0](https://rud.is/b/2018/08/16/updates-to-the-sergeant-apache-drill-connector-package-apache-drill-1-14-0-release/) - Apache Drill connector Package,165,FALSE,### Package Releases,link,2018-08-20
"+ [Mongolite 2.0](https://ropensci.org/technotes/2018/08/14/mongolite-20/) - GridFS, connection pooling, and more",113,FALSE,### Package Releases,link,2018-08-20
+ [RcppArmadillo 0.9.100.5.0](http://dirk.eddelbuettel.com/blog/2018/08/17#rcpparmadillo_0.9.100.5.0) - an interface from R to and from Armadillo,145,FALSE,### Package Releases,link,2018-08-20
+ [Decouple Code and Output in xaringan slides](https://www.garrickadenbuie.com/blog/2018/08/16/decouple-code-and-output-in-xaringan-slides/),141,FALSE,###  Tutorials,link,2018-08-20
+ [Create GIFs with gifski in knitr Documents](https://yihui.name/en/2018/08/gifski-knitr/),91,FALSE,###  Tutorials,link,2018-08-20
