value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2018-11-26
title: R Weekly 2018-48 ozunconf18,34,FALSE,NA,unid,2018-11-26
description: Weekly News in the R Community.,44,FALSE,NA,unid,2018-11-26
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,unid,2018-11-26
---,3,FALSE,NA,unid,2018-11-26
+ [RStudio 1.2 Preview: The Little Things](https://blog.rstudio.com/2018/11/19/rstudio-1-2-preview-the-little-things/),118,FALSE,###  Highlight,link,2018-11-26
+ [ozunconf18](https://github.com/ropensci/ozunconf18/blob/master/content/projects.md) - R OpenSci ozunconference 2018 Projects,127,FALSE,###  Highlight,link,2018-11-26
+ [R > Python: a Concrete Example](https://matloff.wordpress.com/2018/11/20/r-python-a-concrete-example/),105,FALSE,### Insights,link,2018-11-26
+ [Checklist Recipe - How we created a template to standardize species data](https://ropensci.org/blog/2018/11/20/checklist-recipe/),132,FALSE,### Insights,link,2018-11-26
+ [Tis the Season to Check your SSL/TLS Cipher List Thrice (RCurl/curl/openssl)](https://rud.is/b/2018/11/17/tis-the-season-to-check-your-ssl-tls-cipher-list-thrice-rcurl-curl-openssl/),185,FALSE,### Insights,link,2018-11-26
+ [The Distribution of Time Between Recessions: Revisited (with MCHT)](https://ntguardian.wordpress.com/2018/11/19/distribution-time-between-recessions-revisited-mcht/),168,FALSE,### R in the Real World,link,2018-11-26
+ [Tweeting wikidata info](https://blog.rmhogervorst.nl/blog/2018/11/19/tweeting-wikidata-info/),96,FALSE,### R in the Real World,link,2018-11-26
+ [Hacking Bioconductor](https://www.jumpingrivers.com/blog/security-r-hacking-bioconductor/),93,FALSE,### R in the Real World,link,2018-11-26
![Hacking Bioconductor](https://raw.githubusercontent.com/rweekly/image/master/2018/blog-security.png),102,FALSE,### R in the Real World,image,2018-11-26
+ [EARL conference recap: Seattle 2018](https://bayesball.blogspot.com/2018/11/earl-conference-recap-seattle-2018.html),119,FALSE,###  R in Organizations,link,2018-11-26
+ [ozunconf18](https://github.com/ropensci/ozunconf18/blob/master/content/projects.md) - R OpenSci ozunconference 2018 Projects,127,FALSE,###  Resources,link,2018-11-26
"+ [AI, Machine Learning and Data Science Roundup: November 2018](https://blog.revolutionanalytics.com/2018/11/ai-roundup-nov-2018.html)",135,FALSE,###  Resources,link,2018-11-26
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,###  New Packages,unid,2018-11-26
**CRAN**,8,FALSE,###  New Packages,unid,2018-11-26
+ [rsppfp](https://melvidoni.github.io/rsppfp/) - Implements different algorithms for transforming graphs in the Shortest Path Problem with Forbidden Paths,155,FALSE,###  New Packages,link,2018-11-26
+ [RFishBC](http://derekogle.com/fishR/2018-11-22-RFishBC-Release) - Back-Calculation of Fish Length,100,FALSE,###  New Packages,link,2018-11-26
+ [grrr](https://coolbutuseless.github.io/2018/11/20/grrr-a-package-for-changing-default-function-arguments/)  - Package for changing default function arguments,160,FALSE,###  New Packages,link,2018-11-26
+ [citr](https://github.com/crsh/citr) - RStudio Addin to Insert Markdown Citations,83,FALSE,###  New Packages,link,2018-11-26
**GitHub or Bitbucket**,23,FALSE,###  New Packages,unid,2018-11-26
