value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2020-02-03
"title: R Weekly 2020-05 rstudio::conf 2020 - debugging, ggeasy, GitHub actions",78,FALSE,NA,unid,2020-02-03
description: Weekly News in the R Community,43,FALSE,NA,unid,2020-02-03
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,unid,2020-02-03
---,3,FALSE,NA,unid,2020-02-03
Release Date: 2020-02-03,24,FALSE,NA,unid,2020-02-03
"This week’s release was curated by [Eric Nantz](https://twitter.com/theRcast), with help from the RWeekly team members and contributors.",136,FALSE,NA,unid,2020-02-03
+ [Object of type 'closure' is not subsettable](https://github.com/jennybc/debugging#readme),92,FALSE,###  Highlight,link,2020-02-03
+ [ggeasy: Easy access to `ggplot2` commands](https://cran.r-project.org/web/packages/ggeasy/index.html),104,FALSE,###  Highlight,link,2020-02-03
+ [GitHub Actions for the R language](https://github.com/r-lib/actions),71,FALSE,###  Highlight,link,2020-02-03
"+ [RStudio, PBC](https://blog.rstudio.com/2020/01/29/rstudio-pbc/)",66,FALSE,### Insights,link,2020-02-03
+ [Lessons Learned from My First MiniCompetion ](https://educators-r-learners.netlify.com/post/lessons-learned-from-first-minicompetion/),137,FALSE,### Insights,link,2020-02-03
+ [How Rmarkdown changed my life](https://robjhyndman.com/seminars/rmarkdown/),78,FALSE,### Insights,link,2020-02-03
+ [Becoming an R blogger](https://github.com/rlbarter/rstudio-conf-2020-blogger-slides/blob/master/Becoming%20an%20R%20blogger.pdf),131,FALSE,### Insights,link,2020-02-03
+ [Learning R with Humorous Side Projects](http://www.ryantimpe.com/rstudio2020.pdf),84,FALSE,### Insights,link,2020-02-03
+ [Technical Debt is a Social Problem](https://techdebt.shotwell.ca/),69,FALSE,### Insights,link,2020-02-03
+ [The Glamour of Graphics](https://www.williamrchase.com/slides/assets/player/KeynoteDHTMLPlayer.html),103,FALSE,### Insights,link,2020-02-03
+ [RMarkdown Driven Development](https://www.slideshare.net/EmilyRiederer/rmarkdown-driven-development-rstudioconf-2020),120,FALSE,### Insights,link,2020-02-03
+ [UnicoRns are real](https://unicorns-are-real.netlify.com),60,FALSE,### Insights,link,2020-02-03
+ [Scraping the Sugarcoat: Webscraping Rubik's Cube Competition Results!](http://staff.math.su.se/hoehle/blog/2020/01/22/wcascrape.html),136,FALSE,### R in the Real World,link,2020-02-03
![](https://raw.githubusercontent.com/rweekly/image/master/2020-02-03/SENIORTRAJ-1.png),87,FALSE,### R in the Real World,image,2020-02-03
"+ [Dynamic discrete choice models, reinforcement learning and Harold, part 1](https://www.brodrigues.co/blog/2020-01-26-harold/)",128,FALSE,### R in the Real World,link,2020-02-03
+ [Does Australia need More Fires (but the Right Kind)? A Multi-Agent Simulation](https://blog.ephorie.de/does-australia-need-more-fires-but-the-right-kind-a-multi-agent-simulation),181,FALSE,### R in the Real World,link,2020-02-03
"+ [The significance of gender on the salary in Sweden, a comparison between different occupational groups](http://mikaellundqvist.rbind.io/2020/01/27/the-significance-of-gender-on-the-salary-in-sweden-a-comparison-between-different-occupational-groups/)",253,FALSE,### R in the Real World,link,2020-02-03
+ [Lewis Carroll's proposed rules for tennis tournaments by @ellis2013nz](http://freerangestats.info/blog/2020/02/01/tennis-carroll),132,FALSE,### R in the Real World,link,2020-02-03
+ [How NHS-R Community do The Apprentice…](https://nhsrcommunity.com/blog/how-nhs-r-community-do-the-apprentice/),113,FALSE,###  R in Organizations,link,2020-02-03
+ [R Consortium Simplifies Membership Structure to Increase Opportunities for Silver Level Members](https://www.r-consortium.org/announcement/2020/01/29/r-consortium-simplifies-membership-structure-to-increase-opportunities-for-silver-level-members),249,FALSE,###  R in Organizations,link,2020-02-03
+ [Approaches to Assay Processing Package Validation](https://thebioengineer.github.io/validation/),99,FALSE,###  R in Organizations,link,2020-02-03
