value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2019-07-29
"title: R Weekly 2019-30 SatRDay Paris, Top 40 Packages, golem",61,FALSE,NA,unid,2019-07-29
description: Weekly News in the R Community.,44,FALSE,NA,unid,2019-07-29
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,unid,2019-07-29
---,3,FALSE,NA,unid,2019-07-29
"This week's release was curated by [Eric Nantz](https://twitter.com/thercast), with help from the RWeekly team members and contributors.",136,FALSE,NA,unid,2019-07-29
Release Date: 2019-07-29,24,FALSE,NA,unid,2019-07-29
+ [SatRDay Paris 2019 videos](https://www.youtube.com/playlist?list=PLDMpPFwvU_SwdIRsFLuQ1iLOef6hwSv2H),103,FALSE,### Highlight,link,2019-07-29
"+ [June 2019 ""Top 40"" R Packages](https://rviews.rstudio.com/2019/07/24/june-2019-top-40-r-packages/)",101,FALSE,### Highlight,link,2019-07-29
"+ [Shiny Developer Series screencast: Hands-on with `golem`](https://shinydevseries.com/post/golem-demo/) - In this screencast, Colin Fay demonstrates how to create a new Shiny application from scratch with `{golem}`! ",218,FALSE,### Highlight,link,2019-07-29
+ [BeautifulSoup vs. Rvest](https://theautomatic.net/2019/07/23/beautifulsoup-vs-rvest/),88,FALSE,### Insights,link,2019-07-29
+ [The data deluge means no reasonable expectation of privacy - now what?](https://simplystatistics.org/2019/07/23/the-data-deluge-means-no-reasonable-expectation-of-privacy-no-what/),183,FALSE,### Insights,link,2019-07-29
+ [useR!2019 Quiz: Test your knowledge of base R and ThinkR](https://rtask.thinkr.fr/blog/user2019-quizz-test-your-knowledge-of-base-r-and-thinkr/),147,FALSE,### Insights,link,2019-07-29
![thinkr-quiz](https://raw.githubusercontent.com/rweekly/image/master/2019/30/thinkr-quiz.png),94,FALSE,### Insights,image,2019-07-29
"+ [Machine learning models grow more powerful every week, but they all share the exact same dependency: data quality.  Here are some data verification tips, tricks, and case studies.](https://appsilon.com/data-quality/)",219,FALSE,### R in the Real World,link,2019-07-29
"+ [A new, straightforward, and  solid way to run R on AWS Lambda](http://enhancedatascience.com/2019/07/09/how-to-use-r-in-aws-lambda/)",135,FALSE,###  R in Organizations,link,2019-07-29
+ [Using environment variables and parametrized builds for automating R applications with Jenkins](https://jozef.io/r918-jenkins-pipelines/),140,FALSE,###  R in Organizations,link,2019-07-29
+ [CPAT and the Rényi-Type Statistic; End-of-Sample Change Point Detection in R](https://ntguardian.wordpress.com/2019/07/24/cpat-renyi-type-statistic-end-of-sample-change-point-detection-r/),191,FALSE,###  R in Academia,link,2019-07-29
"+ [""Real life"" DAG simulation using the simMixedDAG package](https://iyarlin.github.io/2019/07/23/mixed_dag_simulation_using_simmixeddag_package/)",146,FALSE,###  R in Academia,link,2019-07-29
"+ [June 2019 ""Top 40"" R Packages](https://rviews.rstudio.com/2019/07/24/june-2019-top-40-r-packages/)",101,FALSE,###  Resources,link,2019-07-29
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,###  New Packages,unid,2019-07-29
**CRAN**,8,FALSE,###  New Packages,unid,2019-07-29
+ [graph4lg - Build Graphs for Landscape Genetics Analysis](https://cran.r-project.org/package=graph4lg),104,FALSE,###  New Packages,link,2019-07-29
+ [gitlink - Add 'Git' Links to Your Web Based Assets](https://cran.r-project.org/package=gitlink),98,FALSE,###  New Packages,link,2019-07-29
+ [tidymargins - Tidy Marginal Functions](https://cran.r-project.org/package=tidymargins),89,FALSE,###  New Packages,link,2019-07-29
+ [cvGEE - Cross-Validated Predictions from GEE](https://cran.r-project.org/package=cvGEE),90,FALSE,###  New Packages,link,2019-07-29
+ [imgpalr - Create Color Palettes from Images](https://cran.r-project.org/package=imgpalr),91,FALSE,###  New Packages,link,2019-07-29
+ [trustedtimestamping - Create Trusted Timestamps of Datasets and Files](https://cran.r-project.org/package=trustedtimestamping),129,FALSE,###  New Packages,link,2019-07-29
**GitHub or Bitbucket**,23,FALSE,###  New Packages,unid,2019-07-29
+ [Introducing the `exhibitionist` package for annotating sequences](https://coolbutuseless.github.io/2019/07/24/introducing-the-exhibitionist-package-for-annotating-sequences/),177,FALSE,###  New Packages,link,2019-07-29
![annotate](https://raw.githubusercontent.com/rweekly/image/master/2019/30/annotate.png),88,FALSE,###  New Packages,image,2019-07-29
"+ [ymlthis - write YAML for R Markdown, bookdown, blogdown, and more](https://github.com/r-lib/ymlthis)",103,FALSE,###  New Packages,link,2019-07-29
+ [Two New Testing-themed Addins + One New and One Updated CRAN Package](https://rud.is/b/2019/07/27/two-new-testing-themed-addins-one-new-and-one-updated-cran-package/),169,FALSE,### Updated Packages,link,2019-07-29
+ [RPushbullet 0.3.2](http://dirk.eddelbuettel.com/blog/2019/07/21#rpushbullet_0.3.2),85,FALSE,### Updated Packages,link,2019-07-29
+ [Rcpp 1.0.2: Small Polish](http://dirk.eddelbuettel.com/blog/2019/07/25#rcpp_1.0.2),85,FALSE,### Updated Packages,link,2019-07-29
"+ [Shiny Developer Series screencast: Hands-on with `golem`](https://shinydevseries.com/post/golem-demo/) - In this screencast, Colin Fay demonstrates how to create a new Shiny application from scratch with `{golem}`! ",218,FALSE,###  Videos and Podcasts,link,2019-07-29
+ [SatRDay Paris 2019 videos](https://www.youtube.com/playlist?list=PLDMpPFwvU_SwdIRsFLuQ1iLOef6hwSv2H),103,FALSE,###  Videos and Podcasts,link,2019-07-29
