value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2017-05-08
layout: post,12,FALSE,NA,unid,2017-05-08
"title: R Weekly 2017-19 Mining CRAN, GSOC2017, DataSci & Public&nbsp;Good",73,FALSE,NA,unid,2017-05-08
description: Weekly News in the R Community.,44,FALSE,NA,unid,2017-05-08
---,3,FALSE,NA,unid,2017-05-08
<!--Mining CRAN DESCRIPTION files](http://juliasilge.com/blog/Mining-CRAN-DESCRIPTION/)-->,90,FALSE,###  Highlight,unid,2017-05-08
+ [BrailleR](https://github.com/ajrgodfrey/BrailleR) - Improving R for blind users.,83,FALSE,###  Highlight,link,2017-05-08
+ [Google Summer of Code 2017](https://summerofcode.withgoogle.com/organizations/4947241283354624/),99,FALSE,###  Highlight,link,2017-05-08
"+ [sqlite, feather, and fst](http://kbroman.org/blog/2017/04/30/sqlite-feather-and-fst/)",88,FALSE,###  Insights,link,2017-05-08
"+ [Same Stats, Different Graphs: Generating Datasets with Varied Appearance and Identical Statistics through Simulated Annealing](https://www.autodeskresearch.com/publications/samestats)",186,FALSE,###  Insights,link,2017-05-08
"![Same Stats, Different Graphs: Generating Datasets with Varied Appearance and Identical Statistics through Simulated Annealing](https://raw.githubusercontent.com/rweekly/image/master/2017-03/AllDinosGrey_1_scale.png)",217,FALSE,###  Insights,image,2017-05-08
+ [Recreating the Datasaurus Dozen Using tweenr and ggplot2](https://wjakethompson.github.io/post/datasaurus-dozen/),116,FALSE,###  Insights,link,2017-05-08
+ [The making of datasauRus](https://itsalocke.com/the-making-of-datasaurus/),77,FALSE,###  Insights,link,2017-05-08
+ [Soma Water Filters Are Worthless: How I Used R To Win An Argument With My Wife](http://tylermw.com/soma-water-filters-are-worthless-how-i-used-r-to-win-an-argument-with-my-wife/),181,FALSE,###  Insights,link,2017-05-08
![Soma Water Filters Are Worthless: How I Used R To Win An Argument With My Wife](https://raw.githubusercontent.com/rweekly/image/master/2017-03/experimentruns-1.png),166,FALSE,###  Insights,image,2017-05-08
+ [Key Takeaways from OpenVisConf 2017](http://tcbanalytics.com/2017/05/03/key-takeaways-from-openvisconf-2017-2/),114,FALSE,###  Insights,link,2017-05-08
