value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2018-12-10
"title: R Weekly 2018-50 Survey, vitae",37,FALSE,NA,unid,2018-12-10
description: Weekly News in the R Community.,44,FALSE,NA,unid,2018-12-10
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,unid,2018-12-10
---,3,FALSE,NA,unid,2018-12-10
+ [Learning R Survey](https://docs.google.com/forms/d/e/1FAIpQLSdpVwD40YlEg2EOGfm5950pxp9lsuYhWGOBiNYqIAVEuHFZFg/viewform),122,FALSE,###  Highlight,link,2018-12-10
+ [vitae](https://ropenscilabs.github.io/vitae/articles/extending.html) - Creating vitae templates,98,FALSE,###  Highlight,link,2018-12-10
+ [Learning R Survey](https://docs.google.com/forms/d/e/1FAIpQLSdpVwD40YlEg2EOGfm5950pxp9lsuYhWGOBiNYqIAVEuHFZFg/viewform),122,FALSE,### Insights,link,2018-12-10
+ [condition control: I just want that message once](https://recology.info/2018/12/condition-control/),102,FALSE,### Insights,link,2018-12-10
+ [Gender Diversity in the R and Python Communities](https://blog.revolutionanalytics.com/2018/12/women-and-r.html),115,FALSE,### Insights,link,2018-12-10
+ [Number of births in the twentieth century ](http://freerangestats.info/blog/2018/12/01/number-births),104,FALSE,### R in the Real World,link,2018-12-10
+ [Who is doing more with less? A look into Premier League performance and market value.](https://austinwehrwein.com/data-visualization/eplmarket/),147,FALSE,### R in the Real World,link,2018-12-10
![Who is doing more with less? A look into Premier League performance and market value.](https://raw.githubusercontent.com/rweekly/image/master/2018/epl.png),157,FALSE,### R in the Real World,image,2018-12-10
+ [Ages of New Zealand Prime Ministers in an XKCD graph](http://david.frigge.nz/posts/2018-11-leader-age/),106,FALSE,### R in the Real World,link,2018-12-10
![Ages of New Zealand Prime Ministers in an XKCD graph](https://raw.githubusercontent.com/rweekly/image/master/2018/nzpm-1.png),127,FALSE,### R in the Real World,image,2018-12-10
+ [Porting my blog to use the new radix package](http://david.frigge.nz/posts/2018-11-radixical-blogging/),106,FALSE,### R in the Real World,link,2018-12-10
+ [Solving #AdventOfCode with R](https://colinfay.me/advent-code-1-2/) - [day 1-2](https://colinfay.me/advent-code-1-2/) and [day 3-4](https://colinfay.me/advent-code-3-4/),172,FALSE,### R in the Real World,link,2018-12-10
+ [A Holiday RStudio Theme](https://www.garrickadenbuie.com/blog/2018/12/05/holiday-rstudio-theme/),99,FALSE,### R in the Real World,link,2018-12-10
+ [Statistics in Glaucoma: Part I](https://rviews.rstudio.com/2018/12/03/statistics-in-glaucoma-part-i/) - [Part I](https://rviews.rstudio.com/2018/12/03/statistics-in-glaucoma-part-i/) and [Part II](https://rviews.rstudio.com/2018/12/07/statistics-in-glaucoma-part-ii/),270,FALSE,### R in the Real World,link,2018-12-10
![Statistics in Glaucoma: Part I](https://raw.githubusercontent.com/rweekly/image/master/2018/glau.png),103,FALSE,### R in the Real World,image,2018-12-10
+ [Making a Profit with Henry Wan in Arkham Horror: The Card Game](https://ntguardian.wordpress.com/2018/12/03/making-profit-henry-wan-arkham-horror/),150,FALSE,### R in the Real World,link,2018-12-10
+ [R community update: announcing useR Delhi December meetup and CFP](https://techandmortals.wordpress.com/2018/12/07/r-community-update-announcing-user-delhi-december-meetup-and-cfp/),184,FALSE,###  R in Organizations,link,2018-12-10
+ [AzureVM: managing virtual machines in Azure](https://blog.revolutionanalytics.com/2018/12/azurevm.html),106,FALSE,###  R in Organizations,link,2018-12-10
+ [Community Call - Governance strategies for open source research software projects](https://ropensci.org/blog/2018/12/05/commcall-dec2018/),141,FALSE,###  R in Organizations,link,2018-12-10
+ [JapanR Conference 2018 Round-up!](https://ryo-n7.github.io/2018-12-06-japanr-conference-roundup-blog-post/),110,FALSE,###  Resources,link,2018-12-10
![JapanR Conference 2018 Round-up](https://raw.githubusercontent.com/rweekly/image/master/2018/YZXPElx.png),107,FALSE,###  Resources,image,2018-12-10
+ [Duke's SSRI Lab has been developing a free 7-part DataCamp series on Causal Inference with R.](https://www.datacamp.com/community/open-courses/causal-inference-with-r-introduction) - [Part 1](https://www.datacamp.com/community/open-courses/causal-inference-with-r-introduction) and [Part 2](https://www.datacamp.com/community/open-courses/causal-inference-with-r-experiments) and [Part 3](https://www.datacamp.com/community/open-courses/causal-inference-with-r-regression),475,FALSE,###  Resources,link,2018-12-10
+ [One Recipe Step to Rule Them All](http://smaakage85.netlify.com/2018/12/03/one-recipe-step-to-rule-them-all/),112,FALSE,###  Resources,link,2018-12-10
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,###  New Packages,unid,2018-12-10
**GitHub or Bitbucket**,23,FALSE,###  New Packages,unid,2018-12-10
"+ [rchie](https://github.com/noamross/rchie)  - Parser for ArchieML: Structured text, for an unstructured world, with Google Docs support!",138,FALSE,###  New Packages,link,2018-12-10
+ [phon](https://coolbutuseless.github.io/2018/12/03/phon-a-package-for-rhymes-etc/)  - a package for rhymes etc,112,FALSE,###  New Packages,link,2018-12-10
+ [vitae](https://ropenscilabs.github.io/vitae/articles/extending.html) - Creating vitae templates,98,FALSE,### Updated Packages,link,2018-12-10
"+ [jsonlite](https://cran.r-project.org/web/packages/jsonlite/) - A Robust, High Performance JSON Parser and Generator for R",124,FALSE,### Updated Packages,link,2018-12-10
+ [generic functions and methods. A simple introduction.](http://josiahparry.com/post/function-methods/#the-default-method),123,FALSE,###  Tutorials,link,2018-12-10
+ [Tweaking colours with the shades package](http://hughjonesd.github.io/tweaking-colours-with-the-shades-package.html),119,FALSE,###  Tutorials,link,2018-12-10
![Tweaking colours with the shades package](https://raw.githubusercontent.com/rweekly/image/master/2018/shade.png),114,FALSE,###  Tutorials,image,2018-12-10
"+ [DBnomics R client, a tutorial](https://macro.nomics.world/article/2018-11/rdbnomics-tutorial/)",97,FALSE,###  Tutorials,link,2018-12-10
+ [Simple functions that allow correct display of references in tables in RMarkdown documents](https://yetanotherrblog.netlify.com/2018/12/references-in-latex-table/),166,FALSE,###  Tutorials,link,2018-12-10
+ [How to improve your visualizations in R ](http://www.thinkingondata.com/6-tips-to-make-your-visualizations-look-professional/),129,FALSE,###  Tutorials,link,2018-12-10
"+ [4 ways to be more productive, using RStudio's terminal](https://jozefhajnala.gitlab.io/r/r007-string-manipulation/)",118,FALSE,###  Tutorials,link,2018-12-10
+ [How to create a heatmap - step by step-](http://www.thinkingondata.com/how-to-create-a-heatmap/),99,FALSE,###  Tutorials,link,2018-12-10
+ [Introduction to chartbookR](https://kilianreber.netlify.com/post/chartbookr_introduction/),93,FALSE,###  Tutorials,link,2018-12-10
