value,nchar,section_lookup,section_title,section,type,issue
+ [Recursion in R](http://www.buildingwidgets.com/blog/2016/9/16/recursion-in-r) - Working in d3.js often requires recursion with nested data. Recursion in R can be tricky.,172,FALSE,NA,#### Tutorials,link,2016-9-19
"+ [Scheduling R scripts for a team using RStudio Server, Docker, Github and Google Compute Engine](http://code.markedmondson.me/setting-up-scheduled-R-scripts-for-an-analytics-team/)",182,FALSE,NA,#### R in the Real World,link,2016-9-19
+ [Analysing the Modelled Territorial Authority GDP estimates for New Zealand](http://ellisp.github.io/blog/2016/09/13/mtagdp),126,FALSE,NA,#### R in the Real World,link,2016-9-19
![Analysing the Modelled Territorial Authority GDP estimates for New Zealand](https://ellisp.github.io/img/0054-gdp-pp-map.svg),127,FALSE,NA,#### R in the Real World,image,2016-9-19
+ [Did Wages Detach from Productivity in 1973? An Investigation](https://ntguardian.wordpress.com/2016/09/12/wages-detach-productivity-1973/),141,FALSE,NA,#### R in the Real World,link,2016-9-19
+ [Some insights in soccer transfers using Market Basket Analysis](https://longhowlam.wordpress.com/2016/09/12/some-insights-in-soccer-transfers-using-market-basket-analysis/),175,FALSE,NA,#### R in the Real World,link,2016-9-19
![Some insights in soccer transfers using Market Basket Analysis](https://i0.wp.com/media.licdn.com/mpr/mpr/AAEAAQAAAAAAAAkIAAAAJGNlZjQwZGJjLTA4YWItNGJmMi1iNGNlLTFhYzI2MjkyNDFjNQ.png),183,FALSE,NA,#### R in the Real World,image,2016-9-19
+ [Weapons of Math Destruction – A Data Scientist’s Guide to Disarmament](https://bayesianbiologist.com/2016/09/11/weapons-of-math-destruction-a-data-scientists-guide-to-disarmament/),183,FALSE,NA,#### R in the Real World,link,2016-9-19
+ [What is the cost of a progress bar in R?](http://peter.solymos.org/code/2016/09/11/what-is-the-cost-of-a-progress-bar-in-r.html),131,FALSE,NA,#### R in the Real World,link,2016-9-19
"+ [cricketr sizes up legendary All-rounders of yesteryear](https://gigadom.wordpress.com/2016/09/10/cricketr-sizes-up-legendary-all-rounders-of-yesteryear/) - In this post I use my R package cricketr to analyze the performance of All-rounder greats namely Kapil Dev, Ian Botham, Imran Khan and Richard Hadlee.",309,FALSE,NA,#### R in the Real World,link,2016-9-19
+ [Data Scientist with a wine hobby (Part I) - Exploring `rvest`](http://blog.eighty20.co.za//package%20exploration/2016/09/11/wine-review/),140,FALSE,NA,#### R in the Real World,link,2016-9-19
"+ [No more excuses: R is better than SPSS for psychology undergrads, and students agree](https://datahowler.wordpress.com/2016/09/10/no-more-excuses-r-is-better-than-spss-for-psychology-undergrads-and-students-agree/)",217,FALSE,NA,#### R in the Real World,link,2016-9-19
"+ [Building Deep Neural Networks in the Cloud with Azure GPU VMs, MXNet and Microsoft R Server](https://blogs.technet.microsoft.com/machinelearning/2016/09/15/building-deep-neural-networks-in-the-cloud-with-azure-gpu-vms-mxnet-and-microsoft-r-server/)",251,FALSE,NA,#### R in Organization,link,2016-9-19
"+ [Data Science 101, now online](http://ekonometrics.blogspot.com/2016/09/data-science-101-now-online.html)",107,FALSE,NA,#### R in Organization,link,2016-9-19
+ [Volunteer to help improve R's documentation](http://blog.revolutionanalytics.com/2016/09/volunteer-to-help-improve-rs-documentation.html),140,FALSE,NA,#### R in Organization,link,2016-9-19
+ [2016 Data Science Salary Survey results](http://blog.revolutionanalytics.com/2016/09/2016-data-science-salary-survey.html),125,FALSE,NA,#### R in Organization,link,2016-9-19
+ [A predictive maintenance solution template with SQL Server R Services](http://blog.revolutionanalytics.com/2016/09/r-services-maintenance.html),146,FALSE,NA,#### R in Organization,link,2016-9-19
+ [Reflections on EARL London 2016](http://blog.revolutionanalytics.com/2016/09/reflections-on-earl-london-2016.html),117,FALSE,NA,#### R in Organization,link,2016-9-19
+ [Utilising Microsoft Data Science Virtual Machine DSVM for your labs](https://blogs.msdn.microsoft.com/uk_faculty_connection/2016/09/09/utilising-microsoft-data-science-virtual-machine-dsvm-for-your-labs/),207,FALSE,NA,#### R in Organization,link,2016-9-19
+ [Data visualization challenge at the first SatRdays conference](https://medium.com/@BenceArato/data-visualization-challenge-at-the-first-satrdays-conference-93b5446879f#.2jh5i78xo),182,FALSE,NA,#### R in Organization,link,2016-9-19
+ [Why scientists must share their research code](http://www.nature.com/news/why-scientists-must-share-their-research-code-1.20504) - Reproducibility editor Victoria Stodden explains the growing movement to make code and data available to others.,246,FALSE,NA,#### R in Academia,link,2016-9-19
+ [NSSD 21: #1 Side Project](https://soundcloud.com/nssd-podcast/episode-22-1-side-project),91,FALSE,NA,## Video and Podcast,link,2016-9-19
+ [Network visualization with R](http://kateto.net/network-visualization),73,FALSE,NA,## Resources,link,2016-9-19
+ [Commerce Data usability project](https://www.commerce.gov/datausability/),76,FALSE,NA,## Resources,link,2016-9-19
+ [Rattle 5.0.0 Alpha](http://togaware.com/rattle-5-0-0-a) - ggraptR and Microsoft R Support.,93,FALSE,NA,## New Releases,link,2016-9-19
"+ [Shiny 0.14](https://blog.rstudio.org/2016/09/12/shiny-0-14/) - Bookmarkable state, notifications, progress indicators, modal windows and more.",145,FALSE,NA,## New Releases,link,2016-9-19
+ [tidyverse 1.0.0](https://blog.rstudio.org/2016/09/15/tidyverse-1-0-0/) - The tidyverse is a set of packages that work in harmony because they share common data representations and API design.,194,FALSE,NA,## New Releases,link,2016-9-19
+ [DOM 0.2](https://www.stat.auckland.ac.nz/~paul/Reports/DOM/v0.2/DOM-v0.2.html) - 'DOM' package adds the ability to append SVG content to a web page.,151,FALSE,NA,## New Releases,link,2016-9-19
+ [OpenStreetMap 0.3.3](http://blog.fellstat.com/?p=394) - Access to Open Street Map Raster Images.,99,FALSE,NA,## New Releases,link,2016-9-19
"+ [imager 0.30](https://dahtah.wordpress.com/2016/09/13/new-features-in-imager-0-30/) -  imager is an R package for image processing, based on CImg.",148,FALSE,NA,## New Releases,link,2016-9-19
+ [stringdist 0.9.4.2](http://www.markvanderloo.eu/yaRb/2016/09/11/stringdist-0-9-4-2-released/) - Approximate String Matching and String Distance Functions.,157,FALSE,NA,## New Releases,link,2016-9-19
"+ [Hunspell 2.0](http://ropensci.org/blog/technotes/2016/09/12/hunspell-release-20) - High-Performance Stemmer, Tokenizer, and Spell Checker for R.",147,FALSE,NA,## New Releases,link,2016-9-19
+ [lubridate 1.6.0](https://blog.rstudio.org/2016/09/15/lubridate-1-6-0/) - Make Dealing with Dates a Little Easier.,116,FALSE,NA,## New Releases,link,2016-9-19
+ [anytime 0.0.1](http://dirk.eddelbuettel.com/blog/2016/09/13/#anytime_0.0.1) - Anything to 'POSIXct' or 'Date' Converter.,123,FALSE,NA,## New Packages & Tools,link,2016-9-19
+ [shinyLP 1.0.0](https://cran.r-project.org/package=shinyLP) - Bootstrap landing home pages for *shiny* apps.,110,FALSE,NA,## New Packages & Tools,link,2016-9-19
+ [HIBPwned 0.1.3](http://itsalocke.com/hibpwned-updated-cran/) - Bindings for the 'HaveIBeenPwned.com' Data Breach API.,120,FALSE,NA,## New Packages & Tools,link,2016-9-19
+ [simputation](http://www.markvanderloo.eu/yaRb/2016/09/13/announcing-the-simputation-package-make-imputation-simple/) - Easy to use interfaces to a number of imputation methods.,179,FALSE,NA,## New Packages & Tools,link,2016-9-19
"+ [ClusterR 1.0.1](https://mlampros.github.io/mlampros.github.io/2016/09/12/clusterR_package/) - Gaussian Mixture Models, K-Means, Mini-Batch-Kmeans and K-Medoids Clustering.",174,FALSE,NA,## New Packages & Tools,link,2016-9-19
Updates from [R Core](http://developer.r-project.org/blosxom.cgi/R-devel/NEWS).,79,FALSE,NA,## R Project Updates,unid,2016-9-19
"+ Use of the C/C++ macro `NO_C_HEADERS` is deprecated (no C headers are included by R headers from C++ as from R 3.3.0, so it should no longer be needed).",154,FALSE,NA,## R Project Updates,unid,2016-9-19
+ `apropos()` and `find(simple.words = FALSE)` no longer match object names starting with `.` which are known to be internal objects (such as `.__S3MethodsTable__.`).,166,FALSE,NA,## R Project Updates,unid,2016-9-19
"+ Connections now `print()` without error, even if invalid, i.e., typically after having been closed.",101,FALSE,NA,## R Project Updates,unid,2016-9-19
+  `R CMD check` now checks that output files in `inst/doc` are newer than the source files in `vignettes`.,107,FALSE,NA,## R Project Updates,unid,2016-9-19
"+ For consistency with other package subdirectories, files named `*.r` in the `tests` directory are now recognized as tests by `R CMD check`.",141,FALSE,NA,## R Project Updates,unid,2016-9-19
"+ [eRum 2016 Poznan, Poland](http://erum.ue.poznan.pl/)  **12 October - 14 October** <br>",89,FALSE,NA,## Upcoming Events,link,2016-9-19
"European R users meeting (eRum) is an international conference that aims at integrating users of the R language. eRum 2016 will be a good chance to exchange experiences, broaden knowledge on R and collaborate. <br />",216,FALSE,NA,## Upcoming Events,unid,2016-9-19
"<blockquote class=""twitter-tweet"" data-lang=""en""><p lang=""en"" dir=""ltr"">This amuses me way too much... <a href=""https://t.co/7dAWHWLMlX"">pic.twitter.com/7dAWHWLMlX</a></p>&mdash; Thomas Pedersen (@thomasp85) <a href=""https://twitter.com/thomasp85/status/775237679348842496"">September 12, 2016</a></blockquote>",309,FALSE,NA,## Quote of the Week,unid,2016-9-19
"<blockquote class=""twitter-tweet"" data-lang=""en""><p lang=""en"" dir=""ltr"">OH from the grad student office next to mine: “Oh, F*ck you, Excel!&quot;</p>&mdash; Amelia McNamara (@AmeliaMN) <a href=""https://twitter.com/AmeliaMN/status/775749583158861824"">September 13, 2016</a></blockquote>",285,FALSE,NA,## Quote of the Week,unid,2016-9-19
