value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2020-01-13
"title: R Weekly 2020-02 tidylog, Forwards Southern Africa",57,FALSE,NA,unid,2020-01-13
description: Weekly News in the R Community,43,FALSE,NA,unid,2020-01-13
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,unid,2020-01-13
---,3,FALSE,NA,unid,2020-01-13
Release Date: 2020-01-13,24,FALSE,NA,unid,2020-01-13
"This week’s release was curated by [Maëlle Salmon](https://twitter.com/ma_salmon), with help from the R Weekly team members and contributors.",141,FALSE,NA,unid,2020-01-13
"+ [`tidylog`](https://elbersb.com/public/posts/tidylog100/), feedback for dplyr and tidyr commands",98,FALSE,###  Highlights,link,2020-01-13
+ [Forwards Southern Africa Project 2020](https://www.crowdfunder.co.uk/forwards-southern-africa-project-2020#): Help us put on R workshops and meetups in Southern Africa to support the development of the local R community.  (crowdfunding),239,FALSE,###  Highlights,link,2020-01-13
+ [From Shock to Competence: How Not to Panic When You Receive E-mail from CRAN about Failed Checks](https://blog.r-hub.io/2020/01/08/cran-error/),146,FALSE,### Insights,link,2020-01-13
+ [Overfitting: a guided tour](https://www.alexpghayes.com/blog/overfitting-a-guided-tour/),91,FALSE,### Insights,link,2020-01-13
+ [Quick Time Series Analysis of the CCI30 Cryptocurrency Index](https://www.remixinstitute.com/blog/quick-time-series-analysis-of-the-cci30-crypto-index),154,FALSE,### R in the Real World,link,2020-01-13
+ [Twitter in collage: a year in the life of a freshman Congresswoman](https://www.jtimm.net/2020/01/05/2020-01-01a-year-in-twitter-photos/),140,FALSE,### R in the Real World,link,2020-01-13
+ [The 'Spelling Bee Honeycomb' puzzle: efficient computation in R](http://varianceexplained.org/r/honeycomb-puzzle/),117,FALSE,### R in the Real World,link,2020-01-13
+ [How to use your Garmin watch to tell your team you’re going for a run](https://colinfay.me/api-call-garmin-watch/),117,FALSE,### R in the Real World,link,2020-01-13
+ [Counting Days in Canada: Using ggmap to track time spent in Canada](https://theaknowles.com/post/canada-days-counter/),121,FALSE,### R in the Real World,link,2020-01-13
+ [Open materials for teaching reproducible research by the psyTeachR team at the University of Glasgow School of Psychology.](https://psyteachr.github.io/),156,FALSE,###  Resources,link,2020-01-13
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,###  New Packages,unid,2020-01-13
**GitHub or Bitbucket**,23,FALSE,###  New Packages,unid,2020-01-13
"+ [`browse`, Navigate and generate links to remote files](https://github.com/tmastny/browse)",92,FALSE,###  New Packages,link,2020-01-13
"![browse, Navigate and generate links to remote files](https://raw.githubusercontent.com/rweekly/image/master/2020-01-13/browse.gif)",132,FALSE,###  New Packages,image,2020-01-13
"+ [`ravelRy`, an interface to the Ravelry API](https://github.com/walkerkq/ravelRy)",83,FALSE,###  New Packages,link,2020-01-13
"+ [`sessionDiffo`, Compare `sessionInfo`s in a smooth way](https://federicomarini.github.io/sessionDiffo)",105,FALSE,###  New Packages,link,2020-01-13
"+ [`tweetbotornot2`, Detect Twitter Bots – Accurate AND Fast!](https://github.com/mkearney/tweetbotornot2)",106,FALSE,###  New Packages,link,2020-01-13
"+ [`slackteams`, Manage and Interact with multiple Slack teams in R](https://yonicd.github.io/slackteams/)",106,FALSE,###  New Packages,link,2020-01-13
"+ [`glueformula`, simply build regression formulas from vectors with variable names](http://skranz.github.io//r/2020/01/09/glueformula.html)",140,FALSE,###  New Packages,link,2020-01-13
