value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2017-02-20
layout: post,12,FALSE,NA,unid,2017-02-20
title: R Weekly 2017 Issue 8,28,FALSE,NA,unid,2017-02-20
description: Weekly News in the R Community.,44,FALSE,NA,unid,2017-02-20
---,3,FALSE,NA,unid,2017-02-20
+ [rstudio::conf 2017 session recordings are now available](https://blog.rstudio.org/2017/02/15/rstudioconf-2017-session-recordings-are-now-available/),151,FALSE,### Highlight,link,2017-02-20
"+ [hrbrthemes](https://github.com/hrbrmstr/hrbrthemes) -  🔏 Opinionated, typographic-centric ggplot2 themes and theme components",128,FALSE,### Highlight,link,2017-02-20
+ [Extracting notable deaths from Wikipedia](https://maelle.github.io/2017/02/12/wikideaths3_scraping/) - Part [1](https://maelle.github.io/2017/02/12/wikideaths3_scraping/) & [2](https://maelle.github.io/2017/02/12/wikideaths2_population/) & [3](https://maelle.github.io/2017/02/12/wikideaths1_ts/),299,FALSE,### Highlight,link,2017-02-20
+ [A Graphic Look at Bay Area Bike Share](http://blog.nycdatascience.com/student-works/r-shiny/graphic-look-bay-area-bike-share/),129,FALSE,### R in the Real World,link,2017-02-20
+ [Using R to study tennis players](https://msperlin.github.io/2017-02-13-R-and-Tennis-Players/),96,FALSE,### R in the Real World,link,2017-02-20
+ [Venture Capital Deals in 2016 – An Overview (2/2)](http://r-blog.salvaggio.net/?p=443),89,FALSE,### R in the Real World,link,2017-02-20
+ [The Steep Slide of NFL Draft Salaries](http://jessepiburn.com/2017/02/the-steep-slide-of-nfl-draft-salaries/),112,FALSE,### R in the Real World,link,2017-02-20
![The Steep Slide of NFL Draft Salaries](https://i2.wp.com/jessepiburn.com/wp-content/uploads/2017/02/rookie-salaries.png?w=900),128,FALSE,### R in the Real World,image,2017-02-20
+ [Happy pbirthday class of 2016](http://staff.math.su.se/hoehle/blog/2017/02/13/bday.html),91,FALSE,### R in the Real World,link,2017-02-20
+ [Creating a Mailing List in QGIS and R](https://realdataweb.wordpress.com/2017/02/15/creating-a-mailing-list-in-qgis-and-r/),126,FALSE,### R in the Real World,link,2017-02-20
+ [The Tile Grid Map for Canada](http://www.maxhumber.com/2017/02/15/tile_canada.html),86,FALSE,### R in the Real World,link,2017-02-20
+ [30 issues of Demographic Digest – the most frequent journals](https://ikashnitsky.github.io/2017/dd-journals-frequency/),123,FALSE,### R in the Real World,link,2017-02-20
+ [Labor Market Analysis with R: Will Obama Ever be Beat?](https://www.datascienceriot.com/labor-market-analysis-with-r-will-obama-ever-be-beat/kris/),150,FALSE,### R in the Real World,link,2017-02-20
+ [Extracting notable deaths from Wikipedia](https://maelle.github.io/2017/02/12/wikideaths3_scraping/) - Part [1](https://maelle.github.io/2017/02/12/wikideaths3_scraping/) & [2](https://maelle.github.io/2017/02/12/wikideaths2_population/) & [3](https://maelle.github.io/2017/02/12/wikideaths1_ts/),299,FALSE,### R in the Real World,link,2017-02-20
+ [Inswinger: yorkr swings into International T20s](https://gigadom.wordpress.com/2017/02/14/inswinger-yorkr-swings-into-international-t20s/),141,FALSE,### R in the Real World,link,2017-02-20
+ [Tired of doing real math 2 &mdash; grad school and coffee consumption](http://www.alexejgossmann.com/grad-school-and-coffee/),128,FALSE,### R in the Real World,link,2017-02-20
![coffee](https://cdn.rawgit.com/rweekly/image/6b607e60/2017-2-20/coffee2.png),78,FALSE,### R in the Real World,image,2017-02-20
+ [The Spells of Harry Potter](http://www.austinwehrwein.com/data-visualization/the-spells-of-harry-potter/),108,FALSE,### R in the Real World,link,2017-02-20
<!-- !R spatial in 2017](https://mdsumner.github.io/2017/01/10/spatial-r-2017.html)-->,86,FALSE,### Insights,unid,2017-02-20
"+ [No more excuses: R is better than SPSS for psychology undergrads, and students agree](https://datahowler.wordpress.com/2016/09/10/no-more-excuses-r-is-better-than-spss-for-psychology-undergrads-and-students-agree/)",217,FALSE,### Insights,link,2017-02-20
+ [A comparison of deep learning packages for R](http://blog.revolutionanalytics.com/2017/02/deep-learning-in-r.html),117,FALSE,### Insights,link,2017-02-20
+ [Should I Learn R or Python? … It Doesn’t Matter](https://www.stoltzmaniac.com/should-i-learn-r-or-python-it-doesnt-matter/),126,FALSE,### Insights,link,2017-02-20
+ [Three Tips for Training Excel Users in R](https://www.rstudio.com/rviews/2017/02/10/three-tips-for-training-excel-users-in-r/),129,FALSE,### Insights,link,2017-02-20
+ [See RStudio + sparklyr for big data at Strata + Hadoop World](https://blog.rstudio.org/2017/02/13/see-rstudio-sparklyr-for-big-data-at-strata-hadoop-world/),159,FALSE,### R in Organizations,link,2017-02-20
+ [Galaxy classification with deep learning and SQL Server R Services](http://blog.revolutionanalytics.com/2017/02/sql-server-galaxy.html),138,FALSE,### R in Organizations,link,2017-02-20
+ [R in Open Data: Complaints in The Field of Freedom of Information data set from data.gov.rs](http://www.exactness.net/post/157147338755),139,FALSE,### R in Organizations,link,2017-02-20
+ [Letting Travis keep a secret](http://dirk.eddelbuettel.com/blog/2017/02/12#letting_travis_keep_a_secret),107,FALSE,### Tutorials,link,2017-02-20
+ [Tidy Text Mining of David Bowie’s Lyrics](http://www.mango-solutions.com/wp/2017/02/tidy-text-mining-of-david-bowies-lyrics/),128,FALSE,### Tutorials,link,2017-02-20
+ [Using Armadillo with SuperLU](http://gallery.rcpp.org/articles/armadillo-with-superlu/),90,FALSE,### Tutorials,link,2017-02-20
+ [Geom❤️](https://rud.is/b/2017/02/14/geom%E2%9D%A4%EF%B8%8F/) - ❤️ with ggplot2,81,FALSE,### Tutorials,link,2017-02-20
+ [Spelunking XHRs (XMLHttpRequests) with splashr](https://rud.is/b/2017/02/14/spelunking-xhrs-xmlhttprequests-with-splashr/),125,FALSE,### Tutorials,link,2017-02-20
+ [Naive Bayes Classification in R ](https://sw23993.wordpress.com/2017/02/17/naive-bayes-classification-in-r-part-1/) - Part [1](https://sw23993.wordpress.com/2017/02/17/naive-bayes-classification-in-r-part-1/) & [2](https://sw23993.wordpress.com/2017/02/17/naive-bayes-classification-in-r-part-2/),299,FALSE,### Tutorials,link,2017-02-20
+ [How to perform PCA with R?](https://francoishusson.wordpress.com/2017/02/17/how-to-perform-pca-with-r/),106,FALSE,### Tutorials,link,2017-02-20
+ [Moving largish data from R to H2O – spam detection with Enron emails](https://ellisp.github.io/blog/2017/02/18/svmlite),122,FALSE,### Tutorials,link,2017-02-20
+ [ROPE and Equivalence Testing: Practically Equivalent?](http://daniellakens.blogspot.com/2017/02/rope-and-equivalence-testing.html),133,FALSE,### Tutorials,link,2017-02-20
+ [Visualizing and wrangling MCMC output in R with `MCMCvis`](https://lynchlab.com/2017/02/10/visualizing-and-wrangling-mcmc-output-in-r-with-mcmcvis/),151,FALSE,### Tutorials,link,2017-02-20
+ [Introduction to ggraph: Edges](http://www.data-imaginist.com/2017/ggraph-introduction-edges/),96,FALSE,### Tutorials,link,2017-02-20
![Introduction to ggraph: Edges](https://cdn.rawgit.com/thomasp85/thomasp85.github.io/df8a77ca/assets/images/2017-02-16-ggraph-introduction-edges/unnamed-chunk-21-1.png),169,FALSE,### Tutorials,image,2017-02-20
+ [Ehlers’s Autocorrelation Periodogram](https://quantstrattrader.wordpress.com/2017/02/15/ehlerss-autocorrelation-periodogram/),128,FALSE,### Tutorials,link,2017-02-20
+ [Factor Analysis with the Principal Component Method Part Two](http://www.aaronschlegel.com/factor-analysis-principal-component-method-part-two/),147,FALSE,### Tutorials,link,2017-02-20
+ [Raccoon Ch 2.5 – Unbalanced Anova with one obs dropped](http://www.quantide.com/raccoon-ch-2-5-unbalanced-anova-one-obs-dropped/),132,FALSE,### Tutorials,link,2017-02-20
+ [Conditional ggplot2 geoms in functions (QTL plots)](https://shiring.github.io/ggplot2/2017/02/12/qtl_plots),110,FALSE,### Tutorials,link,2017-02-20
+ [R formulas in Spark and un-nesting data in SparklyR: Nice and handy!](https://longhowlam.wordpress.com/2017/02/15/r-formulas-in-spark-and-un-nesting-data-in-sparklyr-nice-and-handy/),185,FALSE,### Tutorials,link,2017-02-20
+ [Multilabel classification with neuralnet package](http://www.quantide.com/multilabel-classification-neuralnet-package/),122,FALSE,### Tutorials,link,2017-02-20
