value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2017-01-30
layout: post,12,FALSE,NA,unid,2017-01-30
title: R Weekly 2017 Issue 5,28,FALSE,NA,unid,2017-01-30
description: Weekly News in the R Community.,44,FALSE,NA,unid,2017-01-30
---,3,FALSE,NA,unid,2017-01-30
+ [Data Driven Cheatsheets](https://www.r-statistics.com/2017/01/data-driven-cheatsheets/),90,FALSE,### Highlight,link,2017-01-30
<!--Women in the 2016 Stack Overflow Survey](http://juliasilge.com/blog/Women-Survey/)-->,89,FALSE,### Highlight,unid,2017-01-30
+ [Analyzing the US election using Twitter and Meta-Data in R](https://behaviouralthinking.com/2016/07/29/analyzing-the-us-election-using-twitter-and-meta-data-in-r/),166,FALSE,### R in the Real World,link,2017-01-30
+ [IMDB Movie Analysis](https://sw23993.wordpress.com/2017/01/19/imdb-movie-analysis/),86,FALSE,### R in the Real World,link,2017-01-30
+ [Metro Systems Over Time](https://datascienceplus.com/metro-systems-over-time-part-1/) - Metro systems are an interesting way to learn more about the growth of a city over time.,179,FALSE,### R in the Real World,link,2017-01-30
![Metro Systems Over Time](https://cdn.rawgit.com/rweekly/image/9fc44066/2017-01-30/paris_del.jpg),98,FALSE,### R in the Real World,image,2017-01-30
"+ [More water, a bit more about saints](http://maelle.github.io/2017/01/26/morewater/) - Visualizing names of French villages",125,FALSE,### R in the Real World,link,2017-01-30
+ [Predicting the Willingen 2017 men’s ski jumping competition](https://sw23993.wordpress.com/2017/01/26/predicting-the-willingen-2017-mens-ski-jumping-competition/),165,FALSE,### R in the Real World,link,2017-01-30
<!--Women in the 2016 Stack Overflow Survey](http://juliasilge.com/blog/Women-Survey/)-->,89,FALSE,### R in the Real World,unid,2017-01-30
![Women in the 2016 Stack Overflow Survey](https://cdn.rawgit.com/juliasilge/juliasilge.github.io/6934fb4f/figs/2017-01-19-Women-Survey/counts-1.png),149,FALSE,### R in the Real World,image,2017-01-30
+ [One View of the Impact of the New Immigration Ban (+ freeing PDF data with tabulizer)](https://rud.is/b/2017/01/26/one-view-of-the-impact-of-the-new-immigration-ban-freeing-pdf-data-with-tabulizer/),201,FALSE,### R in the Real World,link,2017-01-30
