value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2020-02-17
"title: R Weekly 2020-07 Code Generation, TidyDevDay, Open Health Analytics",74,FALSE,NA,unid,2020-02-17
description: Weekly News in the R Community,43,FALSE,NA,unid,2020-02-17
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,unid,2020-02-17
---,3,FALSE,NA,unid,2020-02-17
+ [Code generation in R packages](https://blog.r-hub.io/2020/02/10/code-generation/),84,FALSE,###  Highlight,link,2020-02-17
+ [My RStudio::Conf 2020 / TidyDevDay Roundup & Reflections!](http://Ryo-N7.github.io/2020-02-12-rstudioconf-tidydevday-reflections/),133,FALSE,###  Highlight,link,2020-02-17
+ [Towards open health analytics: our guide to sharing code safely on GitHub](https://nhsrcommunity.com/blog/towards-open-health-analytics-our-guide-to-sharing-code-safely-on-github/),183,FALSE,###  Highlight,link,2020-02-17
+ [rstudio::conf 2020 Videos](https://resources.rstudio.com/rstudio-conf-2020),78,FALSE,###  Videos and Podcasts,link,2020-02-17
+ [#TidyTuesday: Modeling hotel bookings in R using tidymodels and recipes](https://www.youtube.com/watch?v=dbXDkEEuvCU),120,FALSE,###  Videos and Podcasts,link,2020-02-17
+ [Tutorial: Create and Customize a Simple Shiny Dashboard](https://www.youtube.com/watch?v=41jmGq7ALMY&feature=emb_title),122,FALSE,###  Videos and Podcasts,link,2020-02-17
+ [New improved cdata instructional video](http://www.win-vector.com/blog/2020/02/new-improved-cdata-instructional-video/),122,FALSE,###  Videos and Podcasts,link,2020-02-17
+ [Recreate a FiveThirtyEight Chicklet Stacked Bar Chart in ggplot2](https://www.mikelee.co/posts/2020-02-08-recreate-fivethirtyeight-chicklet-stacked-bar-chart-in-ggplot2/),173,FALSE,### Insights,link,2020-02-17
![Recreate a FiveThirtyEight Chicklet Stacked Bar Chart in ggplot2](https://raw.githubusercontent.com/rweekly/image/master/2020/chicklet538.png),144,FALSE,### Insights,image,2020-02-17
+ [Tidy eval now supports glue strings](https://www.tidyverse.org/blog/2020/02/glue-strings-and-tidy-eval/),107,FALSE,### Insights,link,2020-02-17
+ [Simulating football games in R using xG values](https://statnamara.wordpress.com/2020/02/11/simulating-football-games-in-r-using-xg/),136,FALSE,### Insights,link,2020-02-17
+ [Factor Modeling in R](https://lf0.com/post/factor-modeling-for-portfolio-optimisation/factor-modeling-portfolio-optimisation/),129,FALSE,### Insights,link,2020-02-17
+ [Towards open health analytics: our guide to sharing code safely on GitHub](https://nhsrcommunity.com/blog/towards-open-health-analytics-our-guide-to-sharing-code-safely-on-github/),183,FALSE,### Insights,link,2020-02-17
"+ [My RStudio::Conf 2020 / TidyDevDay Roundup & Reflections! Shiny Contest, {renv}, Debugging, RStudio 1.3, {ggtext}, and more!](https://ryo-n7.github.io/2020-02-12-rstudioconf-tidydevday-reflections/)",201,FALSE,### Insights,link,2020-02-17
+ [A short history of me at rstudio::conf 2020](https://samalbers.science/2020/02/09/a-short-history-of-me-at-rstudio-conf-2020/),129,FALSE,### Insights,link,2020-02-17
+ [Using Machine Learning Techniques to Explain Employee Promotion Process](https://www.factual.ng/machine_learning_employee_promotion.html),140,FALSE,### R in the Real World,link,2020-02-17
+ [Where America is most American](https://github.com/jaytimm/some_technical_notes/blob/master/notes/America_american.md),121,FALSE,### R in the Real World,link,2020-02-17
+ [Machine Learning (XGBoost) Time-Series Classification Trading Strategy](https://lf0.com/post/xgboost-time-series-classification-trading-strategy/xgboost-time-series-quant-trading-strategy/),192,FALSE,### R in the Real World,link,2020-02-17
![Machine Learning (XGBoost) Time-Series Classification Trading Strategy](https://raw.githubusercontent.com/rweekly/image/master/2020/xgboost-time.png),151,FALSE,### R in the Real World,image,2020-02-17
+ [Making wall art with OpenStreetMap data using `{osmdata}` and `{ggplot2)`](https://github.com/deanmarchiori/culburra),120,FALSE,### R in the Real World,link,2020-02-17
![Making wall art with OpenStreetMap data using `{osmdata}` and `{ggplot2)`](https://raw.githubusercontent.com/rweekly/image/master/2020/culburra.png),150,FALSE,### R in the Real World,image,2020-02-17
+ [Shiny Contest 2020 is here!](https://blog.rstudio.com/2020/02/12/shiny-contest-2020-is-here/),96,FALSE,###  R in Organizations,link,2020-02-17
+ [Walkthrough: deploy a pkgdown site from Travis](https://gist.github.com/gaborcsardi/68960fb01bec74d89611bb9c2b0b7e5a),120,FALSE,###  Resources,link,2020-02-17
+ [How R can be interfaced with C++ via the Rcpp package](https://mfasiolo.github.io/sc2-2019/),95,FALSE,###  Resources,link,2020-02-17
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,###  New Packages,unid,2020-02-17
**CRAN**,8,FALSE,###  New Packages,unid,2020-02-17
+ [themis](https://www.tidyverse.org/blog/2020/02/themis-0-1-0/) - implements a collection of new steps for the recipes package to deal with unbalanced data,156,FALSE,###  New Packages,link,2020-02-17
+ [unheadr](https://cran.r-project.org/package=unheadr) - Handle Data with Messy Header Rows and Broken Values,110,FALSE,###  New Packages,link,2020-02-17
+ [slider](https://www.tidyverse.org/blog/2020/02/slider-0-1-0/) - slider provides a family of general purpose sliding window functions,135,FALSE,###  New Packages,link,2020-02-17
+ [RcppSimdJson](http://dirk.eddelbuettel.com/blog/2020/02/13#rcppsimdjson_0.0.1) - Rcpp Bindings for the simdjson Header Library,129,FALSE,###  New Packages,link,2020-02-17
**GitHub or Bitbucket**,23,FALSE,###  New Packages,unid,2020-02-17
+ [Pagedown SGDF](https://github.com/tvroylandt/sgdf_pagedown),62,FALSE,###  New Packages,link,2020-02-17
+ [{golgotha}: Contextualised Embeddings and Language Modelling using BERT and Friends using R](https://github.com/bnosac/golgotha),131,FALSE,###  New Packages,link,2020-02-17
+ [{crsuggest}: Get appropriate CRS suggestions for your spatial data in R](https://github.com/walkerke/crsuggest),114,FALSE,###  New Packages,link,2020-02-17
+ [{ggblur}: Blurry Point Geom for ggplot2](https://coolbutuseless.github.io/2020/02/11/introducing-the-ggblur-package/),120,FALSE,###  New Packages,link,2020-02-17
![Blurry Point Geom for ggplot2](https://raw.githubusercontent.com/rweekly/image/master/2020/blur.png),102,FALSE,###  New Packages,image,2020-02-17
+ [{odds}: On Disk Data Storage for Cross-Session Access in R](https://github.com/ColinFay/odds),96,FALSE,###  New Packages,link,2020-02-17
+ [foreach 1.4.8](https://blog.revolutionanalytics.com/2020/02/changes-in-the-foreach-package.html),99,FALSE,### Updated Packages,link,2020-02-17
"+ [RProtoBuf 0.4.15](http://dirk.eddelbuettel.com/blog/2020/02/08#rprotobuf_0.4.15) - One fix, some updates, depcrecation coming",128,FALSE,### Updated Packages,link,2020-02-17
+ [fuzzySim 3.0](https://modtools.wordpress.com/2020/02/11/fuzzysim-updated-to-3-0-on-cran/),92,FALSE,### Updated Packages,link,2020-02-17
+ [RcppArmadillo 0.9.850.1.0](http://dirk.eddelbuettel.com/blog/2020/02/09#rcpparmadillo_0.9.850.1.0),101,FALSE,### Updated Packages,link,2020-02-17
+ [vtreat 1.5.2](http://www.win-vector.com/blog/2020/02/what-is-new-for-vtreat-1-5-2/),86,FALSE,### Updated Packages,link,2020-02-17
+ [Obteniendo la certificación de RStudio. Un camino compartido.](https://yabellini.netlify.com/post/rstudiocertification/),123,FALSE,### R Internationally,link,2020-02-17
+ [An R Package to Explore the Novel Coronavirus](https://towardsdatascience.com/an-r-package-to-explore-the-novel-coronavirus-590055738ad6),140,FALSE,###  Tutorials,link,2020-02-17
+ [Using RStudio to explore data in MariaDB](https://sebastianrothbucher.github.io/sql/databases/r/rstudio/edi/analysis/explore/mariadb/2020/02/08/rstudio-sql-eda.html),168,FALSE,###  Tutorials,link,2020-02-17
+ [Shiny: Add/Removing Modules Dynamically](https://roh.engineering/post/shiny-add-removing-modules-dynamically/),113,FALSE,###  Tutorials,link,2020-02-17
+ [A Bayesian Estimate of BackBlaze's Hard Drive Failure Rates](https://unconj.ca/blog/tags/r.html),99,FALSE,###  Tutorials,link,2020-02-17
+ [RStudio 1.3 Preview: Real Time Spellchecking](https://blog.rstudio.com/2020/02/11/rstudio-1-3-preview-real-time-spellchecking/),130,FALSE,###  Tutorials,link,2020-02-17
![RStudio 1.3 Preview: Real Time Spellchecking](https://raw.githubusercontent.com/rweekly/image/master/2020/spellcheck_options.png),131,FALSE,###  Tutorials,image,2020-02-17
+ [tempdisagg: converting quarterly time series to daily](https://usefulr.wordpress.com/2020/02/10/tempdisagg-converting-quarterly-time-series-to-daily/),153,FALSE,###  Tutorials,link,2020-02-17
+ [how many parameters?](https://recology.info/2020/02/how-many-parameters/),76,FALSE,###  Tutorials,link,2020-02-17
+ [The significance of the sector on the salary of engineers in Sweden](http://mikaellundqvist.rbind.io/2020/02/09/the-significance-of-the-sector-on-the-salary-of-engineers-in-sweden/),184,FALSE,###  Tutorials,link,2020-02-17
+ [%$% : upping your pipe game](https://thewoodpeckr.wordpress.com/2020/02/10/upping-your-pipe-game/),101,FALSE,###  Tutorials,link,2020-02-17
+ [The One Question you should ask your Partner before Marrying!](https://blog.ephorie.de/the-one-question-you-should-ask-your-partner-before-marrying),151,FALSE,###  Tutorials,link,2020-02-17
+ [Upcoming webinars](https://www.mango-solutions.com/upcoming-webinars/),73,FALSE,###  Tutorials,link,2020-02-17
+ [Another CRANpocalypse](https://mattstats.wordpress.com/2020/02/12/another-cranpocalypse/),92,FALSE,###  Tutorials,link,2020-02-17
+ [#TidyTuesday hotel bookings and recipes](https://juliasilge.com/blog/hotels-recipes/),88,FALSE,###  Tutorials,link,2020-02-17
+ [What R you? (R matrixes and R arrays in python)](https://notast.netlify.com/post/what-r-you-r-matrixes-and-r-arrays-in-python/),130,FALSE,###  Tutorials,link,2020-02-17
+ [Monitoring for Changes in Distribution with Resampling Tests](http://www.win-vector.com/blog/2020/02/monitoring-for-changes-in-distribution-with-resampling-tests/),166,FALSE,###  Tutorials,link,2020-02-17
+ [NHSRdatasets meets runcharter](https://nhsrcommunity.com/blog/nhsrdatasets-meets-runcharter/),96,FALSE,###  Tutorials,link,2020-02-17
![NHSRdatasets meets runcharter](https://raw.githubusercontent.com/rweekly/image/master/2020/20191203-runcharter.png),117,FALSE,###  Tutorials,image,2020-02-17
