value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2020-03-23
"title: R Weekly 2020-12 OncoTree, {parzer}, Flatten the Curve",61,FALSE,NA,unid,2020-03-23
description: Weekly News in the R Community,43,FALSE,NA,unid,2020-03-23
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,unid,2020-03-23
---,3,FALSE,NA,unid,2020-03-23
Release Date: 2020-03-23,24,FALSE,NA,unid,2020-03-23
"This week’s release was curated by [Jon Calder](https://twitter.com/jonmcalder), with help from the RWeekly team members and contributors.",138,FALSE,NA,unid,2020-03-23
+ [OncoTree Tidygraph](https://joshuacook.netlify.com/post/tidygraph-oncotree/),79,FALSE,###  Highlight,link,2020-03-23
+ [{parzer}: Parse Messy Geographic Coordinates](https://ropensci.org/technotes/2020/03/19/parzer/),99,FALSE,###  Highlight,link,2020-03-23
+ [Flatten the COVID-19 curve](http://staff.math.su.se/hoehle/blog/2020/03/16/flatteningthecurve.html),102,FALSE,###  Highlight,link,2020-03-23
+ [A look at past bear markets and implications for the future](https://databasedinvesting.blogspot.com/2020/03/a-look-at-past-bear-markets-and.html),149,FALSE,### R in the Real World,link,2020-03-23
+ [Stock market crisis: is there a tennis ball effect?](https://firstdifferences.com/2020/03/16/stock-market-crisis-is-there-a-tennis-ball-effect/),147,FALSE,### R in the Real World,link,2020-03-23
+ [COVID-19 cumulative observed case fatality rate over time](http://freerangestats.info/blog/2020/03/17/covid19-cfr),117,FALSE,### R in the Real World,link,2020-03-23
+ [Simulating COVID-19 interventions with R](https://rviews.rstudio.com/2020/03/19/simulating-covid-19-interventions-with-r/),125,FALSE,### R in the Real World,link,2020-03-23
+ [Domestic data science – energy use](https://scottishsnow.wordpress.com/2020/03/20/domestic-ds-energy-use/),109,FALSE,### R in the Real World,link,2020-03-23
+ [COVID-19: The Case of Germany](https://blog.ephorie.de/covid-19-the-case-of-germany),87,FALSE,### R in the Real World,link,2020-03-23
![Flatten the COVID-19 curve](https://raw.githubusercontent.com/rweekly/image/master/2020/flatten-the-curve.png),112,FALSE,### R in the Real World,image,2020-03-23
+ [Flatten the COVID-19 curve](http://staff.math.su.se/hoehle/blog/2020/03/16/flatteningthecurve.html),102,FALSE,### R in the Real World,link,2020-03-23
+ [RStudio 1.3 Preview: The Little Things](https://blog.rstudio.com/2020/03/17/rstudio-1-3-the-little-things/),110,FALSE,###  R in Organizations,link,2020-03-23
"+ [Code live from RStudio, and share it with the World in real time](https://bitsandbricks.github.io/post/code-live-from-rstudio-and-share-it-with-the-world-in-real-time/)",171,FALSE,###  R in Organizations,link,2020-03-23
"+ [When you want more than a chi-squared test, consider a measure of association for contingency tables](https://www.rdatagen.net/post/when-a-chi-squared-statistic-is-not-enough-a-measure-of-association-for-contingency-tables/)",227,FALSE,###  R in Academia,link,2020-03-23
+ [R spatial follows GDAL and PROJ development](https://www.r-spatial.org//r/2020/03/17/wkt.html),97,FALSE,###  Resources,link,2020-03-23
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,###  New Packages,unid,2020-03-23
**CRAN**,8,FALSE,###  New Packages,unid,2020-03-23
+ [{parzer}: Parse Messy Geographic Coordinates](https://ropensci.org/technotes/2020/03/19/parzer/),99,FALSE,###  New Packages,link,2020-03-23
**GitHub or Bitbucket**,23,FALSE,###  New Packages,unid,2020-03-23
"+ [{espnscrapeR}: Collect or scrape QBR, NFL standings, and stats from ESPN.](https://jthomasmock.github.io/espnscrapeR/)",121,FALSE,###  New Packages,link,2020-03-23
"+ [{uscenpops}: Provides a single dataset of censal and intercensal population estimates for the United States by year of age and sex, for every year from 1900 to 2019.](https://kieranhealy.org/blog/archives/2020/03/15/u.s.-census-counts-data/)",244,FALSE,###  New Packages,link,2020-03-23
+ [Introducing bwsTools: A Package for Case 1 Best-Worst Scaling (MaxDiff) Designs](https://www.markhw.com/blog/bwstools-intro),127,FALSE,### Updated Packages,link,2020-03-23
+ [Rcpp 1.0.4: Lots of goodies](http://dirk.eddelbuettel.com/blog/2020/03/17#rcpp_1.0.4),88,FALSE,### Updated Packages,link,2020-03-23
+ [RProtoBuf 0.4.16: Now with JSON](http://dirk.eddelbuettel.com/blog/2020/03/19#rprotobuf_0.4.16),98,FALSE,### Updated Packages,link,2020-03-23
+ [RcppCCTZ 0.2.7](http://dirk.eddelbuettel.com/blog/2020/03/18#rcppcctz_0.2.7),79,FALSE,### Updated Packages,link,2020-03-23
+ [#TidyTuesday Screencast: Creating an R data package (cord19) in RStudio](https://www.youtube.com/watch?v=F4oUJp76KUY),120,FALSE,###  Videos and Podcasts,link,2020-03-23
+ [All you need to know on Multiple Factor Analysis …](https://francoishusson.wordpress.com/2020/03/16/all-you-need-to-know-on-multiple-factor-analysis/),153,FALSE,###  Videos and Podcasts,link,2020-03-23
+ [Recordings from SatRday Neuchâtel (remote)](https://www.youtube.com/channel/UC7VV1Ix1-8jncW7hTRZ50bg),104,FALSE,###  Videos and Podcasts,link,2020-03-23
+ [Community of Bioinformatics Software Developers (CDSB): The story of a diversity and outreach hotspot in Mexico that hopes to empower local R developers](https://www.r-consortium.org/blog/2020/03/18/cdsb-diversity-and-outreach-hotspot-in-mexico),248,FALSE,### R Internationally,link,2020-03-23
+ [Organising a SatRday remotely - SatRday Neuchâtel's experience & tips](https://docs.google.com/document/d/1ZXmwVibQKtfCY_HiB49-OhQL-yKhUS9YD9yeMQZH88E/edit#),160,FALSE,### R Internationally,link,2020-03-23
![NC counties and buffers](https://raw.githubusercontent.com/rweekly/image/master/2020/spatial-aggregation.png),111,FALSE,###  Tutorials,image,2020-03-23
"+ [Spatial Aggregation](https://www.jla-data.net/eng/spatial-aggregation/) - three approaches: based on buffers, voronoi polygons and equal distance grid cells",159,FALSE,###  Tutorials,link,2020-03-23
+ [styler 1.3.0: Faster styling and ignore some lines](https://lorenzwalthert.netlify.com/post/styler-1-3-0/),109,FALSE,###  Tutorials,link,2020-03-23
+ [Tidying formatted spreadsheets with unheadr](https://luisdva.github.io/rstats/unheadr-cat/),94,FALSE,###  Tutorials,link,2020-03-23
+ [Modeling pandemics (1)](https://freakonometrics.hypotheses.org/60482),72,FALSE,###  Tutorials,link,2020-03-23
+ [Extended floating point precision in R with Rmpfr](https://statisticaloddsandends.wordpress.com/2020/03/19/extended-floating-point-precision-in-r-with-rmpfr/),161,FALSE,###  Tutorials,link,2020-03-23
+ [LASSO regression using tidymodels and #TidyTuesday data for The Office](https://juliasilge.com/blog/lasso-the-office/),121,FALSE,###  Tutorials,link,2020-03-23
![#tidytuesday: Part-of-Speech and textrecipes with The Office](https://raw.githubusercontent.com/rweekly/image/master/2020/office-pos.png),139,FALSE,###  Tutorials,image,2020-03-23
