value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2019-06-24
title: R Weekly 2019-25,23,FALSE,NA,unid,2019-06-24
description: Draft of the R Weekly,34,FALSE,NA,unid,2019-06-24
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,unid,2019-06-24
---,3,FALSE,NA,unid,2019-06-24
Release Date: 2019-06-24,24,FALSE,NA,unid,2019-06-24
+ [The joy of functional programming](https://speakerdeck.com/hadley/the-joy-of-functional-programming),103,FALSE,###  Highlight,link,2019-06-24
+ [Videos of NYR 2019](https://www.rstats.nyc/2019/nyr/),56,FALSE,###  Highlight,link,2019-06-24
+ [Feature Engineering and Selection: A Practical Approach for Predictive Models](https://bookdown.org/max/FES/),112,FALSE,###  Highlight,link,2019-06-24
+ [Feature Engineering and Selection: A Practical Approach for Predictive Models](https://bookdown.org/max/FES/),112,FALSE,### Insights,link,2019-06-24
+ [The joy of functional programming](https://speakerdeck.com/hadley/the-joy-of-functional-programming),103,FALSE,### Insights,link,2019-06-24
+ [A Gentle Introduction to tidymodels](https://rviews.rstudio.com/2019/06/19/a-gentle-intro-to-tidymodels/),108,FALSE,### Insights,link,2019-06-24
+ [A Guide to R for Excel Users](https://rfortherestofus.com/2019/06/a-guide-to-r-for-excel-users/),99,FALSE,### Insights,link,2019-06-24
+ [Calculating and visualizing error bars for within-subjects designs](https://www.niklasjohannes.com/post/calculating-and-visualizing-error-bars-for-within-subjects-designs/),175,FALSE,### Insights,link,2019-06-24
"+ [Plotting mixture models, part 2: sum of gaussians](https://dozenoaks.twelvetreeslab.co.uk/2019/06/sum-of-gaussians/)",119,FALSE,### Insights,link,2019-06-24
+ [Solving Ordinary Least Squares (OLS) Regression using Gradient Descent](https://ekarinpongpipat.com/blog_solving_ols_regression_using_gradient_descent.html),159,FALSE,### Insights,link,2019-06-24
+ [Why I migrated from Excel to R](https://outsiderdata.netlify.com/post/why-i-migrated-from-excel-to-r/),105,FALSE,### Insights,link,2019-06-24
