value,nchar,section_lookup,section_title,section,type,issue
+ [Careful with tryCatch](http://www.brodrigues.co/blog/2016-06-21-careful-with-trycatch/),90,FALSE,NA,#### Tutorials,link,2016-6-27
+ [The ffanalytics R Package for Fantasy Football Data Analysis](http://fantasyfootballanalytics.net/2016/06/ffanalytics-r-package-fantasy-football-data-analysis.html),167,FALSE,NA,#### R in the Real World,link,2016-6-27
+ [Text Mining with R: Top Keywords of the useR! 2016](https://blog.eoda.de/en/2016/06/24/english-text-mining-with-r-top-keywords-of-the-user-2016/),148,FALSE,NA,#### R in the Real World,link,2016-6-27
[![https://blog.eoda.de/en/2016/06/24/english-text-mining-with-r-top-keywords-of-the-user-2016/](https://blog.eoda.de/wp-content/uploads/2016/06/useR2016_wordcloud_weighted.png)](https://blog.eoda.de/en/2016/06/24/english-text-mining-with-r-top-keywords-of-the-user-2016/),272,FALSE,NA,#### R in the Real World,unid,2016-6-27
+ [Analyzing Public Health Data in R](http://www.arilamstein.com/blog/2016/06/20/public-health-r/),98,FALSE,NA,#### R in the Real World,link,2016-6-27
+ [How You Will Die](http://flowingdata.com/2016/01/19/how-you-will-die/),73,FALSE,NA,#### R in the Real World,link,2016-6-27
[![How You Will Die](https://cdn.rawgit.com/rweekly/image/master/2016-06-27/when-die.gif)](http://flowingdata.com/2016/01/19/how-you-will-die/),143,FALSE,NA,#### R in the Real World,unid,2016-6-27
[Exploring Global Internet Performance Data Using R](http://blog.revolutionanalytics.com/2016/06/exploring-global-internet-performance-data-using-r.html),153,FALSE,NA,#### R in the Real World,unid,2016-6-27
[![Exploring Global Internet Performance Data Using R](https://revolution-computing.typepad.com/.a/6a010534b1db25970b01b7c870fc48970b-800wi)](http://blog.revolutionanalytics.com/2016/06/exploring-global-internet-performance-data-using-r.html),242,FALSE,NA,#### R in the Real World,unid,2016-6-27
+ [Lessons Learnt About Data Viz - Why a Boxplot Is Sometimes The Worst Choice?](https://omaymas.github.io/DataViz_Boxplot_Lessons_Learnt/),139,FALSE,NA,#### R in the Real World,link,2016-6-27
+ [Euro 2016 Squads Part Deux](https://gjabel.wordpress.com/2016/06/21/euro-2016-squads-part-deux/),99,FALSE,NA,#### R in the Real World,link,2016-6-27
"+ [Venn Diagram Comparison of Boruta, FSelectorRcpp and GLMnet Algorithms](http://r-addict.com/2016/06/19/Venn-Diagram-RTCGA-Feature-Selection.html)",148,FALSE,NA,#### R in the Real World,link,2016-6-27
+ [Using Amazon's X-Ray to Visualize Characters' Screen Time](http://www.curiousgnu.com/movie-character-screen-time),116,FALSE,NA,#### R in the Real World,link,2016-6-27
[![Using Amazon's X-Ray to Visualize Characters' Screen Time](https://www.curiousgnu.com/assets/images/movie-character-screen-time/tp_big_lebowski.png)](http://www.curiousgnu.com/movie-character-screen-time),207,FALSE,NA,#### R in the Real World,unid,2016-6-27
+ [One year as a Data Scientist at Stack Overflow](http://varianceexplained.org/r/year_data_scientist/),103,FALSE,NA,#### R in Organization,link,2016-6-27
+ [Using R packages and education to scale Data Science at Airbnb](https://medium.com/airbnb-engineering/using-r-packages-and-education-to-scale-data-science-at-airbnb-906faa58e12d#.jenn99sff),192,FALSE,NA,#### R in Organization,link,2016-6-27
+ [What Data Scientists Do All Day at Work](https://www.google.com/search?sclient=psy-ab&site=&source=hp&q=What+Data+Scientists+Do+All+Day+at+Work&btnK=Google+Search),166,FALSE,NA,#### R in Organization,link,2016-6-27
+ [Using SOMbrero for clustering and visualizing graphs](http://publications-sfds.math.cnrs.fr/index.php/J-SFdS/article/download/473/447),137,FALSE,NA,#### R in Academia,link,2016-6-27
"+ [Hadley Wickham - Cupcakes (for-loops vs map/lapply)](https://www.youtube.com/watch?v=GyNqlOjhPCQ) - Excerpt from Hadley's presentation at EdinbR (The Edinburgh R User Group). Alternatively, [a post-presentation audience question from WOMBAT2016](https://youtu.be/hRNUgwAFZtQ?t=47m30s).",288,FALSE,NA,### Videos & Podcasts,link,2016-6-27
"+ [Naturally Speaking Episode 41: Conversations with an R Jedi](https://naturallyspeakingpodcast.wordpress.com/2016/06/22/episode-41-conversations-with-an-r-jedi/) - Hadley Wickham, Chief Scientist at RStudio, about his work to make programming and data analysis in the statistical programme R less painful.",307,FALSE,NA,### Videos & Podcasts,link,2016-6-27
"+ [Temporal network tools in statnet: networkDynamic, ndtv and tsna](http://statnet.csde.washington.edu/workshops/SUNBELT/current/ndtv/ndtv_workshop.html)",154,FALSE,NA,### Resources,link,2016-6-27
+ [R 3.3.1 is released](http://www.r-statistics.com/2016/06/r-3-3-1-is-released/).,82,FALSE,NA,### New Releases,link,2016-6-27
+ [janeaustenr v0.1.1](https://github.com/juliasilge/janeaustenr) - An R Package for Jane Austen's Complete Novels.,115,FALSE,NA,### New Releases,link,2016-6-27
+ [MAVIS v1.1.2](https://github.com/kylehamilton/MAVIS) - Meta Analysis via Shiny.,82,FALSE,NA,### New Releases,link,2016-6-27
+ [dplyr v0.5](https://github.com/hadley/dplyr) - [Here](https://github.com/hadley/dplyr/blob/master/NEWS.md#dplyr-050)  is what is new.,136,FALSE,NA,### New Releases,link,2016-6-27
+ [p-hacker](http://www.nicebread.de/introducing-p-hacker/) - Train your p-hacking skills!,90,FALSE,NA,### New Packages & Tools,link,2016-6-27
+ [MonetDBLite for R](https://www.monetdb.org/blog/monetdblite-r) on [Github](https://github.com/hannesmuehleisen/MonetDBLite),126,FALSE,NA,### New Packages & Tools,link,2016-6-27
+ [fuzzr](https://github.com/mdlincoln/fuzzr) - simple fuzz testing for R functions.,84,FALSE,NA,### New Packages & Tools,link,2016-6-27
+ [ffanalytics](http://fantasyfootballanalytics.net/2016/06/ffanalytics-r-package-fantasy-football-data-analysis.html) - The R Package for Fantasy Football Data Analysis.,170,FALSE,NA,### New Packages & Tools,link,2016-6-27
+ [reach](https://github.com/schmidtchristoph/reach) - R <-> Matlab interoperability.,85,FALSE,NA,### New Packages & Tools,link,2016-6-27
+ [reactR](https://github.com/timelyportfolio/reactR) - A set of convenience function with local dependencies for using React.js in R.,134,FALSE,NA,### New Packages & Tools,link,2016-6-27
Updates from [R Core](http://developer.r-project.org/blosxom.cgi/R-devel/NEWS).,79,FALSE,NA,## R Project Updates,unid,2016-6-27
+ Installation support for `readline` emulations based on `editline` (aka `libedit`) is deprecated.,99,FALSE,NA,## R Project Updates,unid,2016-6-27
"+ `pretty(d, ..)` for date-time `d` rarely failed when `""halfmonth""` time steps were tried (PR#16923) and on `inaccurate` platforms such as 32-bit Windows or a configuration with `--disable-long-double`.",203,FALSE,NA,## R Project Updates,unid,2016-6-27
+ The check for non-portable flags in `R CMD check` could be stymied by `src/Makevars`.,87,FALSE,NA,## R Project Updates,unid,2016-6-27
"+ [satRday! in Budapest, Hungary](http://budapest.satrdays.org/#cfp)",68,FALSE,NA,## Call for Participation,link,2016-6-27
+ [2016 useR! Stanford](http://user2016.org/) - The R User Conference 2016<br /> **June 27 - June 30** <br>,107,FALSE,NA,## Upcoming Events,link,2016-6-27
  + [Video Stream](https://aka.ms/user2016conference),53,FALSE,NA,## Upcoming Events,unid,2016-6-27
  + [Schedule](http://schedule.user2016.org),44,FALSE,NA,## Upcoming Events,unid,2016-6-27
  + [Twitter #user2016](https://twitter.com/hashtag/user2016),61,FALSE,NA,## Upcoming Events,unid,2016-6-27
[Twitter @ Jim Hester](https://twitter.com/jimhester_/status/745229866946142208),80,FALSE,NA,## Quote of the Week,unid,2016-6-27
"> All R releases are named after peanuts quotes, 3.3.1 released today is ""Bug in Your Hair""",91,FALSE,NA,## Quote of the Week,unid,2016-6-27
"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/ykMmyRC0Dmo?start=941"" frameborder=""0"" allowfullscreen></iframe>",132,FALSE,NA,## Quote of the Week,unid,2016-6-27
<hr>,4,FALSE,NA,## Quote of the Week,unid,2016-6-27
[Twitter @ Daniel Emaasit](https://twitter.com/Emaasit/status/746050096035414016),81,FALSE,NA,## Quote of the Week,unid,2016-6-27
> #Rstats users traveling to @useR_Stanford might get second thoughts. 😂😂,73,FALSE,NA,## Quote of the Week,unid,2016-6-27
[![Twitter @ Daniel Emaasit](https://pbs.twimg.com/media/ClqAMX_WIAAq7M5.jpg)](https://twitter.com/Emaasit/status/746050096035414016),133,FALSE,NA,## Quote of the Week,unid,2016-6-27
