value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2018-1-29
"title: R Weekly 2018-5 Interview, DataFramed",44,FALSE,NA,unid,2018-1-29
description: Weekly News in the R Community.,44,FALSE,NA,unid,2018-1-29
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,unid,2018-1-29
---,3,FALSE,NA,unid,2018-1-29
+ [Interview with Roger Peng](https://user2018.r-project.org/blog/2018/01/24/interview-with-roger-peng/),104,FALSE,###  Highlight,link,2018-1-29
+ [DataFramed DataCamp’s official podcast. Presented by Hugo Bowne-Anderson.](https://www.datacamp.com/community/podcast) launched with 6 episodes.,147,FALSE,###  Highlight,link,2018-1-29
+ [Video record of pdxrlang meetup: Andrew Bray and Chester Ismay - `infer`: a package for tidy statistical inference](https://www.youtube.com/watch?v=kTGtgO2WcAw),163,FALSE,###  Videos and Podcasts,link,2018-1-29
+ [DataFramed DataCamp’s official podcast. Presented by Hugo Bowne-Anderson.](https://www.datacamp.com/community/podcast) launched with 6 episodes.,147,FALSE,###  Videos and Podcasts,link,2018-1-29
+ [Topic modeling with R and tidy data principles](https://youtu.be/evTuL-RcRpc),80,FALSE,###  Videos and Podcasts,link,2018-1-29
"+ [NSSD No.52：Expense Reporting Masterpiece](http://nssdeviations.com/52-expense-reporting-masterpiece) - Hilary and Roger welcome the new year by discussing Excel (again), why talking to people who generate data matters, meditation and neuroscience, and trust vs. quality in data analysis.",290,FALSE,###  Videos and Podcasts,link,2018-1-29
+ [The game is afoot! Topic modeling of Sherlock Holmes stories](https://juliasilge.com/blog/sherlock-holmes-stm/),114,FALSE,### R in the Real World,link,2018-1-29
![The game is afoot! Topic modeling of Sherlock Holmes stories](https://juliasilge.com/blog/2018/2018-01-25-sherlock-holmes-stm_files/figure-html/unnamed-chunk-3-1.png),168,FALSE,### R in the Real World,image,2018-1-29
+ [Streets of Helsinki](http://tuijasonkkila.fi/blog/2018/01/streets-of-helsinki/),82,FALSE,### R in the Real World,link,2018-1-29
+ [Please like me (scraping the web)](https://emmavestesson.netlify.com/2018/01/please-like-me/),96,FALSE,### R in the Real World,link,2018-1-29
+ [Looking at heat-related 311 reports in Boston homes](http://katiejolly.io/blog/2018-01-22/heat-reports-boston),113,FALSE,### R in the Real World,link,2018-1-29
+ [The Postmortem Airtime effect: Which artist beat The Cranberries in air time after the news broke of his/her death?](https://suzanbaert.netlify.com/2018/01/postmortemplaylist/),179,FALSE,### R in the Real World,link,2018-1-29
+ [Where did my ancestors live?](https://genesandhistory.wordpress.com/2018/01/23/where-did-my-ancestors-live/),111,FALSE,### R in the Real World,link,2018-1-29
+ [Defiblocator](https://deanmarchiori.github.io/2017-12-12-defiblocator/) - Crowd Sourced and Community Maintained Defibrillator Locations using R,147,FALSE,### R in the Real World,link,2018-1-29
+ [Exploring lime on the house prices dataset](http://blog.haunschmid.name/lime-on-regression-model-house-prices/),114,FALSE,### R in the Real World,link,2018-1-29
+ [Tidy Text Mining Beer Reviews](http://kaylinwalker.com/tidy-text-beer/),74,FALSE,### R in the Real World,link,2018-1-29
+ [Interview with Roger Peng](https://user2018.r-project.org/blog/2018/01/24/interview-with-roger-peng/),104,FALSE,### Insights,link,2018-1-29
+ [Imposterism in Data Science: Addressing the credentials problem](https://medium.com/@taraskaduk/imposterism-in-data-science-f96c29ae96ce),140,FALSE,### Insights,link,2018-1-29
+ [A set.seed() + ggplot2 adventure](http://livefreeordichotomize.com/2018/01/22/a-set-seed-ggplot2-adventure/),111,FALSE,### Insights,link,2018-1-29
+ [How to recruit data analysts for the public sector](http://ellisp.github.io/blog/2018/01/23/recruiting),106,FALSE,### Insights,link,2018-1-29
+ [Ecology Hackathon at Ecology Across Borders 2017](https://methodsblog.wordpress.com/2018/01/23/ecology-hackathon/),117,FALSE,### Insights,link,2018-1-29
![Ecology Hackathon at Ecology Across Borders 2017](https://methodsblog.files.wordpress.com/2018/01/grabr.jpg?w=1168&h=406),123,FALSE,### Insights,image,2018-1-29
+ [Can (a==1 && a==2 && a==3) ever evaluate to true? ](http://colinfay.me/active-binding-r-enigma/),99,FALSE,### Insights,link,2018-1-29
+ [Educational Distrust — Empathetic Interactions with Reluctant or Combative Learners](https://medium.com/@kelly.obriant/educational-distrust-empathetic-interactions-with-reluctant-or-combative-learners-aac94f3a6e76),217,FALSE,### Insights,link,2018-1-29
+ [Ending the Terror of R Errors](https://methodsblog.wordpress.com/2018/01/26/r-errors/),89,FALSE,### Insights,link,2018-1-29
+ [Geocomputation with R - the intermission](https://nowosad.github.io/post/geocomputation-with-r-the-intermission/),116,FALSE,### Insights,link,2018-1-29
+ [Wrangling Data Day Texas Slides](http://livefreeordichotomize.com/2018/01/28/wrangling-data-day-texas-slides/),113,FALSE,### Insights,link,2018-1-29
+ [Wealth Inequality Exercise](http://seankross.com/notes/modeling-inequality/),79,FALSE,###  R in Academia,link,2018-1-29
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,###  New Packages,unid,2018-1-29
**CRAN**,8,FALSE,###  New Packages,unid,2018-1-29
+ [rsMove](https://cran.r-project.org/web/packages/rsMove/vignettes/rsMove.html) - Supporting animal movement ecologist in handling remote sensing data and in combining it with animal movement data.,198,FALSE,###  New Packages,link,2018-1-29
"+ [Dec 2017: ""Top 40"" New Package Picks](https://rviews.rstudio.com/2018/01/25/dec-2017-new-package-picks/)",107,FALSE,###  New Packages,link,2018-1-29
**GitHub only**,15,FALSE,###  New Packages,unid,2018-1-29
