value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2019-06-10
"title: R Weekly 2019-23 Simulating Emotions, Useful tools for publication",73,FALSE,NA,unid,2019-06-10
description: Weekly News in the the R Community,47,FALSE,NA,unid,2019-06-10
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,unid,2019-06-10
---,3,FALSE,NA,unid,2019-06-10
+ [Analyzing the Open Science Twitter community](https://www.dataplanes.org/notes/2019/06/03/openscience-follower-analysis),123,FALSE,###  Highlight,link,2019-06-10
+ [Step-by-step examples of building publication-quality figures in ggplot2 from 'Fundamentals of Data Visualization' by Claus Wilke](https://github.com/clauswilke/practical_ggplot2),182,FALSE,###  Highlight,link,2019-06-10
+ [Simulating Emotions during a Basketball Game - Just a Feeling in the Crowd](https://willhipson.netlify.com/post/basketball_sim/basketball_sim/),146,FALSE,###  Highlight,link,2019-06-10
+ [Using `ggplot2` in packages (`ggplot2` vignette)](https://ggplot2.tidyverse.org/dev/articles/ggplot2-in-packages.html),121,FALSE,### Insights,link,2019-06-10
+ [A practical extension of introductory statistics typically taught in psychology into the general linear model (GLM)](https://ekarinpongpipat.com/practical-ext-of-intro-stats-in-psy-using-R/),193,FALSE,### R in the Real World,link,2019-06-10
+ [Analyzing the Open Science Twitter community](https://www.dataplanes.org/notes/2019/06/03/openscience-follower-analysis),123,FALSE,### R in the Real World,link,2019-06-10
![](https://cdn.jsdelivr.net/gh/rweekly/image@master/2019/23/ropensci-word-cloud.png),85,FALSE,### R in the Real World,image,2019-06-10
+ [Analyzing the #We2 social movement using Twitter data and R](https://correlaid.org/blog/we2-twitter-analysis/),113,FALSE,### R in the Real World,link,2019-06-10
+ [Analyzing the Open Science MOOC Twitter community](https://www.dataplanes.org/notes/2019/06/03/openscience-follower-analysis),128,FALSE,### R in the Real World,link,2019-06-10
+ [College Baseball Shiny App](https://meysubb.shinyapps.io/cws-d1/),68,FALSE,### R in the Real World,link,2019-06-10
+ [Simulating Emotions during a Basketball Game - Just a Feeling in the Crowd](https://willhipson.netlify.com/post/basketball_sim/basketball_sim/),146,FALSE,### R in the Real World,link,2019-06-10
![](https://cdn.jsdelivr.net/gh/rweekly/image@master/2019/23/Simulating-Emotions.gif),85,FALSE,### R in the Real World,image,2019-06-10
+ [Hybrid Machine Learning Forecasts for the 2019 FIFA Women's World Cup](https://eeecon.uibk.ac.at/~zeileis/news/fifawomen2019/),129,FALSE,### R in the Real World,link,2019-06-10
+ ['What is my package?' Shiny app game: Find the good package for as much R functions as possible in 40 seconds !](https://gabrielledevaux.shinyapps.io/whatismypackage/),170,FALSE,### R in the Real World,link,2019-06-10
  ,2,FALSE,### R in the Real World,unid,2019-06-10
+ [Trawling Through iOS Backups For Treasure (a.k.a. How to fish for target files in iOS backups) with R](https://rud.is/b/2019/06/02/trawling-through-ios-backups-for-treasure-a-k-a-how-to-fish-for-target-files-in-ios-backups-with-r/),234,FALSE,### R in the Real World,link,2019-06-10
+ [Reader Challenge: Have Some Fun with Apple's WWDC 2019 Keynote Subtitles & Show Your Work](https://rud.is/b/2019/06/07/reader-challenge-have-some-fun-with-apples-wwdc-2019-keynote-subtitles-show-your-work/),209,FALSE,### R in the Real World,link,2019-06-10
+ [NHL: And the most useful player of the league is...](https://www.simoncoulombe.com/2019/06/plus-minus-on-steroids/),118,FALSE,### R in the Real World,link,2019-06-10
+ [A Shiny Comrades Marathon Pacing App](https://datawookie.netlify.com/blog/2019/06/a-shiny-comrades-marathon-pacing-app/),123,FALSE,### R in the Real World,link,2019-06-10
+ [ISC Project Status](https://www.r-consortium.org/blog/2019/06/04/isc-project-status),87,FALSE,###  R in Organizations,link,2019-06-10
+ [AzureR and AzureKeyVault](https://blog.revolutionanalytics.com/2019/06/azurer-and-azurekeyvault.html),104,FALSE,###  R in Organizations,link,2019-06-10
+ [Work Week at a Glance](https://blog.rstudio.com/2019/06/06/work-week-at-a-glance/),85,FALSE,###  R in Organizations,link,2019-06-10
+ [Access Publisher Copyright & Self-Archiving Policies via the 'SHERPA/RoMEO' API](https://ropensci.org/blog/2019/06/04/rromeo/),129,FALSE,###  R in Academia,link,2019-06-10
+ [Introducing the new rOpenSci docs server](https://ropensci.org/technotes/2019/06/07/ropensci-docs/),102,FALSE,###  R in Academia,link,2019-06-10
+ [Mixed models with R](https://m-clark.github.io/mixed-models-with-R/),71,FALSE,###  Resources,link,2019-06-10
